SNP,Chromosome,Position,trait1
LCA5,6,79487041,0.00231059525899535
EGLN3,14,33925901,0.00236280225125562
MAP2K4,17,12020888,0.00244228810516178
C6orf201,6,4087642,0.00244332931834645
ZNF582,19,56383893,0.00248557400787064
NTN1,17,9022379,0.00254275908721424
ZBTB18,1,244053861,0.00255158793380506
STK17A,7,43583266,0.00255229173203708
REP15,12,27696572,0.00255260890494224
NKX3-2,4,13542059,0.00256726005274832
DCDC2,6,24174738,0.00260876768883656
PDE4DIP,1,148889503,0.00263212664047296
CLECL1,12,9716769,0.00267522947966314
FAM86B2,8,12425914,0.00268402134555734
SYNE4,19,36003356,0.00271045732756114
RARG,12,53211710,0.00274127146698366
HBP1,7,107169020,0.0027768543860146
CCDC169-SOHLH2;SOHLH2,13,36170538,0.00279893585500246
BPIFB2,20,33008596,0.00282827009488773
DEFB116,20,31303227,0.00285151261144367
FAM83C,20,35286542,0.00285167947845222
CYP2D6,22,42126590,0.00286020225159189
ANAPC1,2,111769367,0.00294031819920737
PRSS53,16,31083796,0.00294236939045289
FAM49A,2,16552937,0.0029479166254226
KCNJ6,21,37625212,0.00298629441883669
GLOD4,17,760178,0.002991223085967
NUDT21,16,56434795,0.00302290109053815
CMYA5,5,79689947,0.00302749977666195
SLAIN2,4,48341746,0.0030346461534323
COA3,17,42798065,0.00305027578505845
NMBR,6,142075673,0.00307047828798368
HIST1H1B,6,27866851,0.00309227491274167
TMEM241,18,23298060,0.00318654290433029
CLCN6,1,11806269,0.00324815217443819
ABCF3,3,184186208,0.00325645306470135
PRSS35,6,83523452,0.00329987287347122
IZUMO3,9,24543243,0.00332460151564218
RYR3,15,33311056,0.00333710719109781
ORMDL3,17,39922553,0.00333808384394174
B3GNTL1,17,83035060,0.00342413919099505
PTGES2,9,128121131,0.00347844455678892
TTC25,17,41930725,0.00349960488028767
NCAPH2,22,50508352,0.0035131843034889
ZNF579,19,55577965,0.00356441396869411
AMBRA1,11,46397460,0.00361520535961668
ACSM5,16,20411493,0.00362673026747984
IGSF10,3,151436702,0.00374171535013812
SLC2A6,9,133472025,0.00378769669740142
CREB3L2,7,137880508,0.00384426989699782
HAUS3,4,2231955,0.00393708712177787
ASS1,9,130452242,0.00396792383088884
THBS1,15,39581924,0.00397800982464003
RSL1D1,16,11837800,0.00403365261724764
KRTAP4-9,17,41105390,0.00403794364415533
CEBPE,14,23117517,0.00406409728949741
ZNF527,19,37374205,0.00407714204725873
GGA1,22,37608900,0.0042650798070818
KPNA5,6,116689322,0.00429639407213089
KRTAP15-1,21,30440330,0.0043950123029437
WNT10A,2,218880998,0.00442862012174572
CACNA1H,16,1153772,0.00443156553394963
HIST1H1A,6,26017093,0.00447523230359403
AHNAK,11,62491776,0.00451720340931794
ESRRG,1,216507016,0.00453939939272308
KRT32,17,41460117,0.00454457584907009
NOX3,6,155396870,0.00462396078364014
RREB1,6,7181916,0.00464505955807581
NKX2-5,5,173232682,0.00466097831475043
CASP5,11,104995751,0.00467051363611015
SPIRE2,16,89828551,0.00468532883931982
ADORA3;TMIGD3,1,111503009,0.00469036622203589
CHMP2A,19,58551660,0.00474001283921666
SDE2,1,225985325,0.0048356589054166
POM121L2,6,27309067,0.00501004850432263
WNT8B,10,100479054,0.00506187010893222
KNTC1,12,122530073,0.00507655894241721
ABT1,6,26596983,0.00509437097701071
OR52B6,11,5580893,0.00509765455865219
OR11G2,14,20197371,0.00511055600399801
TPCN1,12,113226818,0.00512125920939521
MBNL2,13,97276242,0.00513137133272634
CHURC1;CHURC1-FNTB,14,64914425,0.00515519501223438
AGMAT,1,15573718,0.0052215213771033
MYDGF,19,4658018,0.00523294565902366
TNFAIP1,17,28339526,0.0052458764896639
TBL1XR1,3,177025506,0.00525428827232266
ZNF621,3,40525841,0.00529262761138016
FKBP1A,20,1370031,0.00533248279140286
POLR2K,8,100151371,0.00536775303718529
CCDC114,19,48296990,0.00543540259017683
PRELID2,5,145764952,0.00544671190361123
GRPEL1,4,7060872,0.00545203485389267
FAM83D,20,38926443,0.00546512000913335
ARHGEF10L,1,17587460,0.0054993896336536
CDCA8,1,37692694,0.00550851716994349
TUBA3C,13,19173863,0.00555769951894847
OR4D11,11,59503595,0.00556985923989206
FDX1,11,110430149,0.00557410756769283
DISP2,15,40358332,0.00559177769678421
FBXO18,10,5895088,0.00561745340274844
SFT2D1,6,166324546,0.00563637760994118
GJB7,6,87284261,0.00563962467639689
SERPINI2,3,167442131,0.00565636278501969
ANKS4B,16,21233744,0.00567453121149841
TRIM3,11,6449038,0.00571441412872042
MOB3B,9,27330597,0.00573628809317883
TMEM33,4,41935519,0.00580443648969309
ASH2L,8,38105557,0.00590441265336161
SMIM21,18,75410861,0.00594489541118726
TRIP12,2,229767610,0.00594690484349014
NTMT1,9,129632711,0.00594772738117233
TTC27,2,32628325,0.00602361046686417
ZNF462,9,106923435,0.0060314738312568
ACO2,22,41469172,0.00612713745478055
NAP1L5,4,88697212,0.00615101643946447
TNFSF12,17,7557118,0.00617520286359641
CHN2,7,29146584,0.0061754319660885
TOMM22,22,38682007,0.00618971737380547
RTP2,3,187698499,0.00624955730007282
LRRC18,10,48910247,0.00625809006949418
B4GALNT3,12,460417,0.00626051815544781
ID4,6,19837779,0.00627116105436631
PAX7,1,18631608,0.00630436250295185
CTDSP2,12,57823637,0.00631521338939867
ZNF687,1,151286359,0.00636705125587111
ATF6,1,161766361,0.00638432552177959
ZNF806,2,132309318,0.00638585726494112
USP16,21,29027914,0.00647327411292975
ZNF23,16,71448178,0.00648993241870532
TAAR6,6,132570329,0.00668528013550462
TJP3,19,3728427,0.00668852398404984
TUBB4B,9,137241362,0.00669854525126634
EHD2,19,47716614,0.00676568293832103
ACVR1,2,157737568,0.00683824999808735
DCTN6,8,30175099,0.00684081410991322
MTOR,1,11108254,0.00689460119205998
INHBC,12,57434956,0.00698804902495331
SMYD2,1,214281256,0.00704109998898705
ZNF442,19,12349703,0.00705510651195029
CCAR1,10,68722521,0.00706657873292449
PPIL6,6,109392823,0.00709063495740414
SNTB2,16,69245613,0.00713683901859741
C14orf166,14,51989647,0.00736434823877941
TIRAP,11,126290905,0.0073886235958267
FAM192A,16,57154301,0.00747329703809385
RPL35A,3,197951268,0.00747639849587778
CRYZL1,21,33589830,0.00747952842672794
SDCBP,8,58565025,0.00749911290299599
CCDC87,11,66590524,0.00751506177717087
ZSCAN26,6,28271962,0.00753919909329781
PIPOX,17,29043226,0.00759082427462399
WNT6,2,218860045,0.00759487293170213
C5orf51,5,41904372,0.00759496362372203
SLTM,15,58880012,0.00761363057724018
CAV3,3,8733913,0.00761762567148083
USP45,6,99435736,0.00764580478698296
RCC1,1,28529879,0.00771180523162307
CDK7,5,69234988,0.00784298698525943
SNX27,1,151612202,0.00786927769462287
PRICKLE1,12,42459919,0.00786977240216025
PTMA,2,231708732,0.0078862632596759
HMCN2,9,130348550,0.00793243833109358
ZNF43,19,21808702,0.0079808307302015
MMP26,11,4988263,0.00801225676414008
THUMPD1,16,20736920,0.00801512808417038
TYMS,18,657752,0.00802295258437469
CPOX,3,98580687,0.00804638074631525
ATN1,12,6934011,0.00806166251358864
TIMP3,22,32802081,0.00806368823680415
AP3S2,15,89893886,0.00808609351027711
TWNK,10,100988217,0.00809205698784055
DNAI2,17,74281819,0.00811457081771239
MOB1B,4,70902538,0.00813236238355963
GRID2,4,92304713,0.00814331132647361
TACR3,4,103589735,0.00815234235586015
LRRC32,11,76659606,0.00818617956774381
ANXA6,5,151101461,0.00832018371025933
SLC10A1,14,69776306,0.00834743088658962
GPR18,13,99254896,0.00842519993565582
TTC16,9,127716147,0.00853372031867305
TACSTD2,1,58576189,0.00867175517774121
TRIM29,11,120112425,0.00867701981813862
CLPP,19,6361585,0.00873760237064225
CDRT15,17,14235862,0.00877101556940396
VDR,12,47844814,0.00877250735205115
LRTOMT,11,72089093,0.00877515295709641
UBE2B,5,134371600,0.00878981447802374
FAM214A,15,52582152,0.00879094018775983
MT1G,16,56666884,0.00880293369696672
RBM46,4,154796780,0.00886977057484251
GPRIN1,5,176596851,0.00887062298922414
ABCB11,2,168944642,0.00891406843244491
PDE4A,19,10416960,0.00897380956452853
RPS14,5,150444339,0.00898510491989923
MAL,2,95025811,0.00901958418611981
CNPY3,6,42934481,0.0090211933593457
VRK1,14,96833478,0.00902922119889094
TMEM145,19,42313380,0.00904421263651478
TLK1,2,170993928,0.0090469837020789
RINT1,7,105532328,0.00905419985056044
TMEM253,14,21101386,0.00908676105150041
SLC35F3,1,233905088,0.00915733035925703
BOD1,5,173608265,0.00916479498341694
TMEM212,3,171843386,0.00918550134682028
DCAF17,2,171434607,0.00920875134980437
HCAR1,12,122729314,0.00921476892507989
GRM4,6,34028125,0.00923170777584836
TRPM2,21,44353707,0.00928577219905058
GYPC,2,126656271,0.00929057553392465
SYNRG,17,37596227,0.00929969885541793
HPGDS,4,94299490,0.00931884083699142
EDAR,2,108896942,0.00940956821353811
TAS2R60,7,143443481,0.00942412809852511
USP50,15,50500785,0.00947036756193553
CD300LG,17,43847220,0.00949451163332105
FAM135A,6,70428361,0.00955926484268765
KDM8,16,27204142,0.00959647714577017
HS3ST3B1,17,14301523,0.00960076706814439
TRIM6-TRIM34,11,5632263,0.00961122251676227
SIX1,14,60646325,0.00961259721750629
TCHH,1,152107434,0.00971451831239845
TBKBP1,17,47696120,0.00974465186226703
ZFP14,19,36340255,0.00975303488805812
TNRC6B,22,40125858,0.00978241799030821
UTP6,17,31863384,0.00987506289509488
PPIE,1,39740237,0.00991890356978897
GDPD5,11,75435512,0.00998034424665539
HACD1,10,17590371,0.00998385321650308
CHRM4,11,46385128,0.0100310777502002
RSAD1,17,50478895,0.0100358149444774
SEL1L,14,81476984,0.0100536938270094
CDCA4,14,105011230,0.0100594805040186
KAT5,11,65712285,0.0100874598245754
CDH6,5,31267475,0.0101686689605693
TECTB,10,112283742,0.010317078092795
ZNF556,19,2873515,0.0103291104933949
PAQR7,1,25862827,0.0103474064923204
SCAND1,20,35953765,0.0103519634865259
SLC2A14,12,7814324,0.0104217921760317
C1D,2,68042926,0.0104324225142495
TMPRSS13,11,117902243,0.0104449880117679
INSM2,14,35534320,0.010445758000983
RELA,11,65654390,0.0104683555679717
FBXO34,14,55350431,0.0104719126181798
MAATS1,3,119703107,0.0104875646171508
METTL8,2,171324180,0.0105638252547647
CCDC38,12,95867081,0.0105817762732835
USP31,16,23068060,0.0106724893551865
OAZ2,15,64688708,0.0107107568315504
SLC7A13,8,86214418,0.0107351447717469
LIPF,10,88667327,0.0107394096377731
LVRN,5,115962635,0.0107432439286462
UROD,1,45012913,0.0110103624526929
DHRS3,1,12568347,0.0110911104265131
CHMP4B,20,33811481,0.011210256758443
VTI1A,10,112447375,0.0112191999592076
TSHZ2,20,53185659,0.0112611299349986
CSRNP2,12,51063759,0.011405207385362
LGALS12,11,63506436,0.011407188258468
ANKEF1,20,10038304,0.011545151450261
DOK2,8,21909318,0.0115576061632791
UBE2Z,17,48908514,0.0116491198995813
IFNL2,19,39268683,0.0116591898982984
PRTG,15,55620017,0.0116924948531643
TMEM65,8,124313964,0.0117119194326151
GABRB3,15,26547873,0.0117294622035784
MIA,19,40775549,0.0117864575628525
MRPL42,12,93476987,0.0118216783214268
SEMA3D,7,84999496,0.0118999096838776
TUBA8,22,18121488,0.0119225476126391
LACTBL1,1,22953053,0.0119382121327634
UST,6,148747431,0.0120076001604212
PTX3,3,157436962,0.0120293072208054
NCR3LG1,11,17351974,0.0120490082616558
FOLH1B,11,89669431,0.0120629110019285
TMEM60,7,77794036,0.012076016538591
NOD2,16,50697264,0.0121036202268021
PBXIP1,1,154945031,0.0121272009399724
KIF18A,11,28021201,0.0121441815459434
PPP4C,16,30076436,0.0122139211147245
VAT1L,16,77788699,0.012340927045387
ZSCAN32,16,3382863,0.0123476838532428
IRF9,14,24162152,0.0123859020019549
SPECC1,17,20096655,0.0124234936448931
PMP22,17,15230924,0.0124341277919114
DAP,5,10680738,0.0124718314543598
EPS8L3,1,109750396,0.0124768184604219
TBCD,17,82752207,0.0124805262724395
SURF2,9,133356593,0.0124893678456616
PANK1,10,89588699,0.0125049601437377
BOC,3,113249805,0.0125371709574723
PCCB,3,136250380,0.0125672010176011
TMC6,17,78113148,0.0125769970222214
CFAP58,10,104358359,0.0126220419356824
FOXI3,2,88448215,0.0126308765658508
PAPOLA,14,96520090,0.0126561168458466
PGA5,11,61248420,0.012713722550909
EYA1,8,71215414,0.01277254710747
CDR2,16,22346978,0.0128368255061274
PPP1CB,2,28752155,0.0128476070455155
PRPH2,6,42698309,0.0129146411553547
ANTXR1,2,69013519,0.0129393605796519
FNTA,8,43056348,0.0129906703184032
NKX2-1,14,36517347,0.0130155502212974
LRRC25,19,18391998,0.0130706034990312
GTPBP3,19,17335006,0.0130819243575108
UBLCP1,5,159269013,0.0131047235718762
DNAJC14,12,55822066,0.0132191027845669
AGGF1,5,77030767,0.0132289262558239
LIPJ,10,88591378,0.0132443724998036
LRCH1,13,46553448,0.0132503579594584
KDM4E,11,95025589,0.013252668302406
ALPPL2,2,232406908,0.013362468175468
GALNT14,2,30910921,0.0133651176517112
KCNK6,19,38319955,0.0134499575600353
TRAT1,3,108830682,0.0134527814480307
IFITM5,11,298515,0.0134696073844301
KIAA1456,8,13006214,0.0134736367582311
LILRB1,19,54631587,0.0134933091143404
STRA8,7,135231979,0.0135967684208707
ARHGAP11B,15,30635599,0.0136264423390317
RHOBTB2,8,22994608,0.0136919007893825
PIK3C2G,12,18282101,0.0137751378975853
SLC25A18,22,17579957,0.0138009465489577
LYPD5,19,43797595,0.0138042712022587
RPL27,17,42998765,0.0138072343187199
IL18BP,11,72000003,0.0138487928041474
DSN1,20,36752817,0.013887764587299
UVSSA,4,1348093,0.013929795582153
DPH6,15,35372151,0.01393666995663
SSTR1,14,38209400,0.0139510708624649
ARPP19,15,52552004,0.0139826420531568
KCNS2,8,98427998,0.0140260261885768
TOM1,22,35317878,0.0141121077600719
ASB18,2,236194892,0.0141965453109834
SPN,16,29663751,0.0142581899288835
DBI,2,119367065,0.0143781477891523
SLA2,20,36613889,0.0144138983644104
GOT1L1,8,37934295,0.0144159513757952
PTPRM,18,7567829,0.0144793810596549
ATG2A,11,64894978,0.0144884702290188
OGN,9,92385623,0.0145087775636509
PATE3,11,125788180,0.0145660557981521
ZNF521,18,25062739,0.0146166823772014
KCTD11,17,7352971,0.0146181534189067
RBBP5,1,205094896,0.0147158288295313
RASGRP1,15,38490558,0.0147246747301248
UBE2L3,22,21567768,0.0147555848558444
IFNG,12,68155369,0.0148078539922127
REC114,15,73443192,0.0148313545590755
CHTF8,16,69120442,0.0148889349792505
ZNF155,19,43990066,0.0149498776020047
COL26A1,7,101363054,0.0149846086694273
YARS,1,32775994,0.0150008273727192
DNAJC24,11,31370806,0.0150153543015329
WBP2NL,22,41998831,0.0150221454698627
NEIL3,4,177309954,0.0150275954895583
C1QL4,12,49333061,0.0150287442423371
SNAP25,20,10275498,0.0150593139085625
PPM1A,14,60245869,0.0150906958731788
MYH10,17,8475836,0.0151988752373368
SIAH3,13,45783417,0.015288507359655
SHISA6,17,11241440,0.0152968256232755
HSP90AB1,6,44248633,0.0153133843919608
RGS6,14,71964805,0.0153413759652455
WBP1L,10,102744082,0.0154266377285919
C3orf33,3,155763521,0.0154924411466676
ACO1,9,32405522,0.0155757258952738
MTPN,7,135929958,0.0155891632753604
TIE1,1,43301082,0.0155929334004455
F5,1,169514326,0.0156594737372763
CCL24,7,75811828,0.0157222442703548
RIPPLY3,21,37006815,0.0158017931614062
SNX32,11,65834084,0.0158143569056287
SLC6A13,12,220950,0.0158412728187798
KREMEN1,22,29094273,0.0158505790172331
KYAT1,9,128833625,0.0159259677801831
RBM8A,1,145925896,0.0159698771296924
SMTNL1,11,57542672,0.0159818395805541
TACC3,4,1723432,0.0161417006280182
SMG7,1,183472625,0.0161691149032176
C1orf186,1,206097834,0.0162669154282185
ZMAT2,5,140700820,0.0163069090120065
HNRNPH1,5,179616153,0.0163333550139633
DAGLA,11,61720162,0.0163347331439253
KCNH7,2,162371840,0.0163414403263794
OR2G6,1,248521655,0.0163468578291514
PARP10,8,143977500,0.0163981505974111
ABCC10,6,43427979,0.0165621946201657
NHLH2,1,115837999,0.016570176302106
MKKS,20,10405249,0.0167558613161923
ADK,10,74151289,0.0167598162873339
KLHL24,3,183650360,0.0169157208211793
EPHA6,3,96814629,0.0169222389900849
HSD17B1,17,42552940,0.0169349895955435
NTSR2,2,11658496,0.0169944738942736
BID,22,17735587,0.0170851400355402
CENPC,4,67472609,0.0171064822457467
FGFBP1,4,15935939,0.0171124229777344
PTGDR,14,52267815,0.0171444296883018
LOC100289561,7,102366069,0.0171927600457875
MAFA,8,143429352,0.017281535303033
SCX,8,144266627,0.0173561241403408
MAT2A,2,85539298,0.017366725291751
ZSCAN22,19,58334894,0.0174669835725382
KCNK7,11,65593009,0.0174702859174074
TSPAN18,11,44906426,0.0175063687790811
SYVN1,11,65128387,0.0176384306206888
ZNF219,14,21090562,0.0176993414224799
EFCAB11,14,89797274,0.0177206393392247
TPMT,6,18130694,0.0177570148430688
GABARAP,17,7240882,0.0177574199150575
RPN2,20,37184203,0.0178197875464854
CNPY2,12,56310562,0.0178791595749341
BTBD2,19,1986508,0.0180152347733656
MED25,19,49818345,0.0180465094934615
REXO2,11,114439537,0.0181417006766069
SNX18,5,54517986,0.0181953163330489
ESRRA,11,64307210,0.0182074525187031
CD36,7,80646753,0.0182308951799703
MAP2,2,209653183,0.0182405623109235
KDM3B,5,138352858,0.0182431631871631
ZDHHC23,3,113948809,0.0183044193253523
RGP1,9,35749789,0.0183202236636574
P2RX2,12,132618847,0.0184133959289056
C8orf89,8,73241461,0.0185231669200578
KHDC1,6,73241557,0.0185862588569061
ABHD17A,19,1877240,0.0185868898127337
DOCK8,9,271715,0.018643307708991
GPR39,2,132417052,0.0186901072083775
KRTAP4-1,17,41184433,0.0187070025861712
RNF19B,1,32936811,0.0187711228682936
RPL27A,11,8683247,0.0188762006810681
TCF21,6,133889438,0.0189499477130348
UBXN6,19,4445517,0.0189690425794384
ACTR1A,10,102480864,0.0189925935086701
KRTAP10-2,21,44550729,0.0190119619474484
MVD,16,88652536,0.0190184766051901
ENPP1,6,131808061,0.0190765379375756
PBLD,10,68284190,0.0190841986736634
PRF1,10,70598064,0.0191553229135564
TMEM42,3,44861928,0.0192153068746649
RXFP4,1,155941726,0.0194418677812411
ATF7IP,12,14385384,0.0194731213784273
ANKRD65,1,1419114,0.0195178920315425
THEM6,8,142727357,0.0195769817489621
FLI1,11,128758139,0.0195986454667223
MYL6,12,56158404,0.0196178779547327
ZNF444,19,56146958,0.0196282847899344
LRRK1,15,100924636,0.0196394556645857
CEP295,11,93666796,0.0197202867269284
MAGI1,3,65356413,0.0197667418943707
PROC,2,127419994,0.019776176745757
SPSB1,1,9355916,0.0198336003223706
SLC17A2,6,25913302,0.0198628062128918
TMEM63A,1,225847074,0.019881593682454
HNRNPF,10,43386657,0.0198845282908676
CEP95,17,64507099,0.0198878317523128
GTF2IRD1,7,74508108,0.0198962038211585
DIRC2,3,122795241,0.0199426531353699
PLIN1,15,89665596,0.0200039737491557
OR56A3,11,5947360,0.0200175007767703
RGPD4,2,107827021,0.0200521723890843
ZP1,11,60867601,0.0200769333175276
TP53TG3D,16,32253357,0.0200859700981566
SMNDC1,10,110294197,0.0201088130677458
PODXL2,3,127629224,0.0201331370684221
IGF2BP1,17,48997773,0.0201517388233634
S100A7,1,153457809,0.0202727456037263
KRTAP9-1,17,41189894,0.0202840932320117
FXR1,3,180912698,0.0202915711673117
CYC1,8,144095110,0.0203256045601952
UCN,2,27307528,0.0203450753829224
WNT11,11,76187072,0.0204024188548229
OLIG1,21,33070301,0.0204070284662671
LRRC23,12,6905634,0.0204864622194719
GTF2H2;GTF2H2C;GTF2H2C_2,5,71042222,0.0205189730843783
SIGLEC7,19,51142370,0.0205230101543006
ALPP,2,232378818,0.0205871758943628
IFRD2,3,50288207,0.0207142827704712
THYN1,11,134248464,0.0207181268260769
PLPPR5,1,98893086,0.020802317038691
PTGS2,1,186674396,0.0208889232025466
RINL,19,38869114,0.0209829282233548
SCPEP1,17,56978161,0.0210153765209788
ARHGEF19,1,16198598,0.0210600667123044
MAPK10,4,86017191,0.0211821419954005
FHDC1,4,152943059,0.0212015421278219
PHLDA3,1,201468417,0.0212201190751539
DND1,5,140671321,0.0212787871346749
C20orf24;TGIF2-C20orf24,20,36607770,0.0215938658832937
SLC41A1,1,205791549,0.0216782512457842
RIOK2,5,97163090,0.0216851198151745
NDUFAF7,2,37231719,0.0217558915366878
S100A12,1,153373845,0.0218696503499869
PLAC8,4,83094697,0.0219548927488888
ALPK2,18,58481902,0.0220082408735643
NTF3,12,5494251,0.0220173645743009
LRRC42,1,53952009,0.0220805519251555
INPP1,2,190360118,0.0221768258051285
PCDHA4,5,140807209,0.022246196575666
AP4E1,15,50908792,0.0223102659972637
FRMD4B,3,69171959,0.0223161039852362
CRYBA2,2,218990253,0.0224719103120193
PSMA7,20,62136869,0.0224860893448258
LAMTOR1,11,72097860,0.0225100235258975
MAP2K3,17,21284944,0.0225733698891352
SLC15A4,12,128794200,0.0226562812754991
PPP1R1A,12,54580945,0.0226991832241759
MT4,16,56565129,0.0227553786869852
RGL4,22,23692076,0.0227829734231872
MUC16,19,8848934,0.0228083997432228
ABL1,9,130714335,0.0228463573275157
GLRX5,14,95535103,0.0228715497895281
RSPH10B;RSPH10B2,7,5926369,0.022891353542163
TRABD,22,50193090,0.0229781993710296
NPR2,9,35792428,0.0230154524136167
ERVV-2,19,53049361,0.0230865917490768
GRN,17,44349186,0.0231190515870863
MEIS3,19,47406490,0.023166241865451
CLDN10,13,95433895,0.0232372998539256
MROH7,1,54652987,0.0233338549829827
CEP104,1,3815407,0.0233510848877319
CHRNA6,8,42753229,0.0233807767450626
ABHD12,20,25294992,0.0233865989572101
PCLAF,15,64366031,0.0233872244379328
AP1S1,7,101156597,0.023471093903533
C11orf21,11,2299458,0.0234732595555005
PLEC,8,143916184,0.0235056852201698
MRPL21,11,68891344,0.0235207066286709
LMBR1,7,156684139,0.0236062562853173
NOG,17,56594236,0.0236399255372998
WFDC2,20,45469782,0.0236530290542709
CTSV,9,97032984,0.0236574353473753
MED15,22,20507705,0.0236731101356752
TNNC2,20,45823356,0.0236963804155708
DIO1,1,53894235,0.0237745003528659
IQCF1,3,51894907,0.0238142656692477
IFI44L,1,78627961,0.0238625445277405
VEGFC,4,176683942,0.0238695839574349
POLR2D,2,127850593,0.0238841015955421
STON1-GTF2A1L,2,48776284,0.0239216736885303
EMB,5,50399290,0.0240087782923504
REST,4,56910690,0.0240541857380763
DMGDH,5,78998116,0.0242562894546315
THAP5,7,108564223,0.024298708837809
EPHB1,3,134795669,0.0243616181973191
CPLX3,15,74826734,0.0243661060446699
WFDC10B,20,45684844,0.0245939047013182
FCGR2A,1,161505535,0.0246287384586341
TAOK1,17,29467158,0.0246600868837078
PPM1B,2,44201216,0.0247692084262985
ITGAE,17,3714888,0.024773088251187
B9D1,17,19337689,0.0249257362362008
BOK,2,241559526,0.0249768251360091
OR51I2,11,5453513,0.0249808754165749
KLF5,13,73059344,0.0249872503920235
UGT3A1,5,35954230,0.025050869208919
C6orf58,6,127577189,0.0250980372468
TERB2,15,44956755,0.0251526358023392
FILIP1,6,75295915,0.0252005248652061
TUBA1C,12,49227960,0.0252162764636851
SP1,12,53380294,0.0252350932082254
DEFB119,20,31377256,0.025235907791885
ADH6,4,99204238,0.0252601700184696
DLG2,11,83459820,0.0252648731584784
