	SNP	Chromosome	Position	trait1
88	ARHGAP29	1	94173889	0.396434369841275
89	ARHGAP30	1	161047728	0.913209290673265
90	ARHGEF10L	1	17587460	0.484282381958519
91	ARHGEF11	1	156935999	0.0311464716775253
92	ARHGEF16	1	3463095	1
93	ARHGEF19	1	16198598	0.715297866463315
94	ARHGEF2	1	155947982	0.283182289276861
95	ARID1A	1	26696413	1
96	ARID4B	1	235168538	0.226087140417085
97	ARL8A	1	202135154	0.717925193465044
98	ARNT	1	150812025	0.774119191377012
99	ARPC5	1	183627533	0.660023204564517
100	ARTN	1	43935681	0.688990425643574
101	ARV1	1	230979107	0.461317465206399
102	ASAP3	1	23429864	1
103	ASB17	1	75918983	0.636630145017097
104	ASCL5	1	201114751	0.0134832411498411
105	ASH1L	1	155337668	0.280660800646829
106	ASPM	1	197084356	0.511235368163294
107	ASTN1	1	176864291	0.757196322111153
108	ATAD3A	1	1512270	0.614959331010436
109	ATAD3B	1	1471903	0.0922926173298593
110	ATAD3C	1	1450695	0.877493195687
111	ATF3	1	212615046	0.860923620196032
112	ATF6	1	161766361	0.314846308349065
113	ATG4C	1	62803816	1
114	ATP13A2	1	16985990	0.598893177607936
115	ATP1A1	1	116374234	1
116	ATP1A2	1	160115869	0.883488729162547
117	ATP1A4	1	160152047	0.377325478927631
118	ATP1B1	1	169111390	0.685790197241006
119	ATP2B4	1	203683210	0.4852532071411
120	ATP5F1	1	111449549	0.696962061782581
121	ATP6V0B	1	43975077	0.339422754807965
122	ATP8B2	1	154327807	0.677502326989971
123	ATPAF1	1	46635808	0.599887558509547
124	ATPIF1	1	28236201	0.0148242671949181
125	ATXN7L2	1	109483970	0.398739824955628
126	AUNIP	1	25832092	0.640587190385297
127	AURKAIP1	1	1373805	0.511748335788484
128	AVPR1B	1	206110196	0.8798537322452
129	AXDND1	1	179366544	0.490689770427803
130	AZIN2	1	33082253	0.804103891378991
131	B3GALNT2	1	235450213	0.0364301514973423
132	B3GALT2	1	193180307	1
133	B3GALT6	1	1232280	0.291289954342435
134	B4GALT2	1	43980012	0.549082992513375
135	B4GALT3	1	161171836	0.413973137500132
136	BARHL2	1	90712316	0.46670802188458
137	BATF3	1	212686795	1
138	BCAN	1	156646058	0.132059313445159
139	BCAR3	1	93562275	0.387432304341679
140	BCAS2	1	114568143	0.0723512031569771
141	BCL10	1	85267634	0.799166008460042
142	BCL2L15	1	113881136	0.33066846116407
143	BCL9	1	147611867	0.330164120938788
144	BECN2	1	241957780	0.747807751700379
145	BEND5	1	48727929	0.806314326538153
146	BEST4	1	44784224	0.45340081801222
147	BGLAP	1	156242277	0.694978478149319
148	BGLAP;PMF1-BGLAP	1	156242557	0.179413040116539
149	BLZF1	1	169369532	0.0305304118857009
150	BMP8A	1	39492008	0.617268601116557
151	BMP8B	1	39760430	0.80061092118504
152	BMP8B;PPIE	1	39763720	1
153	BNIPL	1	151036745	0.79148974194874
154	BOLA1	1	149900139	0.0601002923419116
155	BPNT1	1	220058849	1
156	BRDT	1	91962777	0.531029622029206
157	BRINP2	1	177229885	0.562233632922922
158	BRINP3	1	190098019	0.909177666829847
159	BROX	1	222715723	0.770166903546129
160	BSDC1	1	32366645	0.618850723259052
161	BSND	1	54999189	0.593383119959707
162	BTBD19	1	44808842	0.11509106115623
163	BTBD8	1	92080572	0.13740745553525
164	BTF3L4	1	52059866	0.872087290363242
165	BTG2	1	203305673	0.84193803054322
166	BTNL10	1	228510375	1
167	C1orf100	1	244364713	0.604518520556165
168	C1orf105	1	172445112	0.480790172559134
169	C1orf106	1	200891512	0.88970377052121
170	C1orf109	1	37683101	0.885904193145621
171	C1orf112	1	169795112	0.784590321952671
172	C1orf115	1	220690422	0.884505295308097
173	C1orf116	1	207021959	0.885262230641243
174	C1orf122	1	37808414	0.923696864398763
175	C1orf123	1	53214711	0.682699645318981
176	C1orf127	1	10947665	0.103620102532326
177	C1orf131	1	231224289	0.907934664880025
178	C1orf137	1	116694149	0.75745716636589
179	C1orf141	1	67093010	0.397371335116903
180	C1orf146	1	92231421	0.885543963434942
181	C1orf158	1	12746433	0.422687249227384
182	C1orf159	1	1082909	0.878762275458419
183	C1orf162	1	111476027	0.889081022652161
184	C1orf167	1	11764407	0.442788785059039
185	C1orf168	1	56719682	0.319023369617773
186	C1orf174	1	3889963	0.0322199884158604
187	C1orf185	1	51112517	0.220846810333205
188	C1orf186	1	206097834	1
189	C1orf189	1	154199441	0.574920262596729
190	C1orf194	1	109106049	0.312457093638829
191	C1orf195	1	15168502	0.0143907358447219
192	C1orf198	1	230839857	0.689277762027007
193	C1orf21	1	184477556	0.0146429295369409
194	C1orf210	1	43282785	0.31780515750537
195	C1orf216	1	35715633	0.537348472633338
196	C1orf226	1	162378948	0.281782282062952
197	C1orf228	1	44689729	1
198	C1orf229	1	247111513	0.0730345418063871
199	C1orf27	1	186379812	0.653316715526168
200	C1orf35	1	228101148	0.403215012817569
201	C1orf43	1	154207491	0.490457788857625
202	C1orf50	1	42767312	1
203	C1orf52	1	85252657	0.760273059307513
204	C1orf53	1	197902650	0.512570880751794
205	C1orf54	1	150272831	0.324005507037262
206	C1orf56	1	151047848	0.256216950012445
207	C1orf61	1	156404573	0.777663622026828
208	C1orf64	1	16004311	0.418060688165494
209	C1orf68	1	152719555	0.739045118954674
210	C1orf74	1	209782839	0.77819636291625
211	C1orf87	1	59990675	1
212	C1orf94	1	34177791	0.139331226402776
213	C1QA	1	22637627	1
214	C1QB	1	22659514	0.626886230047994
215	C1QC	1	22644026	0.312279178474861
216	C1QTNF12	1	1242552	0.880625463868691
217	C2CD4D	1	151837938	0.00565580781131991
218	C4BPA	1	207113032	0.414697343597238
219	C4BPB	1	207089534	0.467254667901853
220	C8A	1	56854915	0.275761658355005
221	C8B	1	56929413	0.447578545550044
222	CA14	1	150258139	0.591684232910472
223	CA6	1	8945890	0.558228463389405
224	CACHD1	1	64470900	0.758411681880998
225	CACNA1E	1	181483758	0.847666058650682
226	CACNA1S	1	201039833	0.457615999474467
227	CACYBP	1	175000181	0.178786990539954
228	CADM3	1	159171770	0.263305812212023
229	CALML6	1	1915285	0.022359968888243
230	CAMK1G	1	209594984	0.464359116824378
231	CAMK2N1	1	20483675	0.874299235446114
232	CAMSAP2	1	200739837	0.493937399702664
233	CAMTA1	1	6785546	0.17045589273848
234	CAP1	1	40059392	0.145658136692922
235	CAPN2	1	223712656	0.281182576101414
236	CAPN8	1	223541840	0.524033264363345
237	CAPN9	1	230747512	0.788720809561397
238	CAPZA1	1	112619854	0.346724909151808
239	CAPZB	1	19339546	1
240	CASP9	1	15492947	1
241	CASQ1	1	160190753	0.174859430247699
242	CASQ2	1	115701244	0.30745261777946
243	CASZ1	1	10638955	0.609405838860505
244	CATSPER4	1	26190655	0.450926203239119
245	CATSPERE	1	244461430	0.105746930689803
246	CC2D1B	1	52353523	0.147994639820797
247	CCDC17	1	45620286	0.176719432564351
248	CCDC18	1	93183386	0.239387928311222
249	CCDC181	1	169395069	0.748867904263502
250	CCDC185	1	223393477	0.535693061216692
251	CCDC190	1	162854772	0.513108931504912
252	CCDC24	1	43991881	0.859672642937613
253	CCDC27	1	3752488	0.735009366089156
254	CCDC28B	1	32201939	0.495782037187754
255	CCDC30	1	42536494	0.854824302417583
256	CCNL2	1	1387239	0.380420076345543
257	CCSAP	1	229325273	0.589707181395844
258	CCT3	1	156309225	0.613880642355392
259	CD101	1	117001825	0.119549179739425
260	CD160	1	145728321	1
261	CD164L2	1	27380055	0.812742019215979
262	CD1A	1	158248397	0.431200360753298
263	CD1B	1	158328250	0.190038988089867
264	CD1C	1	158290066	0.145015499252093
265	CD1D	1	158181118	0.158949024678254
266	CD1E	1	158353989	0.900543413511402
267	CD2	1	116754498	0.0853941912372992
268	CD244	1	160831349	1
269	CD247	1	167431688	0.783455787591664
270	CD34	1	207887773	0.888695004454953
271	CD46	1	207752223	0.221065116692036
272	CD48	1	160679062	0.528286500616635
273	CD52	1	26318030	0.125505285926793
274	CD53	1	110892345	0.428527067643213
275	CD55	1	207321766	0.140333059351474
276	CD58	1	116519227	0.572521705383385
277	CD5L	1	157833201	0.84440041793341
278	CD84	1	160548256	0.856316244695539
279	CDA	1	20589133	0.45545175160929
280	CDC14A	1	100352982	0.00226272239173042
281	CDC20	1	43359220	0.16097961257647
282	CDC42	1	22086753	0.844348755352549
283	CDC42BPA	1	226994270	0.936874924024033
284	CDC42SE1	1	151054252	0.615601178956972
285	CDC7	1	91501726	0.095823835272992
286	CDC73	1	193122279	0.297214883686903
287	CDCA8	1	37692694	0.63744084884325
288	CDCP2	1	54139569	0.438611713493791
289	CDK11A	1	1703485	0.363935573275643
290	CDK11B	1	1636344	0.266367600508382
291	CDK18	1	205523191	0.0610473345813396
292	CDKN2C	1	50970378	0.654262484515061
293	CELA2A	1	15457095	0.0160462131195994
294	CELA2B	1	15476148	0.146774128507818
295	CELA3A	1	22001675	0.121546695394141
296	CELA3B	1	21977041	0.547219174710371
297	CELF3	1	151705052	1
298	CELSR2	1	109250113	0.877125370786805
299	CENPF	1	214613764	0.802034664759719
300	CENPL	1	173800465	0.308281013604126
301	CENPS;CENPS-CORT	1	10430519	0.321244533832182
302	CENPS-CORT	1	10431300	0.784727170092953
303	CENPS-CORT;CORT	1	10451390	0.403557417784117
304	CEP104	1	3815407	0.0604428332810143
305	CEP350	1	179986231	0.59204171326661
306	CEP85	1	26239784	1
307	CEPT1	1	111147728	0.575592784664757
308	CERS2	1	150966161	0.241930315359107
309	CFAP126	1	161364967	1
310	CFAP45	1	159872490	0.70409879522805
311	CFAP57	1	43172755	0.694938429964034
312	CFAP74	1	1922316	0.177737088401855
313	CFH	1	196652122	0.466043909977463
314	CFHR1	1	196825550	0.29995809148861
315	CFHR2	1	196949458	0.176882663641888
316	CFHR3	1	196774905	0.125654948157663
317	CFHR4	1	196888166	0.911654121385895
318	CFHR5	1	196977680	0.77825382678968
319	CGN	1	151518532	0.900289903820594
320	CHD1L	1	147242704	0.0163287802473474
321	CHD5	1	6106284	0.936878408922181
322	CHI3L1	1	203179485	0.79084698412065
323	CHI3L2	1	111227749	0.460256124112968
324	CHIA	1	111312190	0.711395080594722
325	CHIT1	1	203216897	0.819845010594403
326	CHML	1	241633854	0.832084042564796
327	CHRM3	1	239907495	0.621439092680505
328	CHRNB2	1	154569474	0.648443424753732
329	CHTOP	1	153636592	0.657325582885309
330	CIART	1	150283268	1
331	CITED4	1	40861583	0.11373135693058
332	CKS1B	1	154974761	0.801878314427764
333	CLCA1	1	86468978	0.542437983344306
334	CLCA2	1	86424254	0.466964333549259
335	CLCA4	1	86547142	0.137394560682496
336	CLCC1	1	108934687	0.692811554063489
337	CLCN6	1	11806269	0.265785919947917
338	CLCNKA	1	16022627	0.726204191354588
339	CLCNKB	1	16044494	0.560771564927177
340	CLDN19	1	42735090	0.632138528837916
341	CLIC4	1	24745579	0.466490838029372
342	CLSPN	1	35720953	0.464583808716595
343	CLSTN1	1	9730551	0.212799084869329
344	CMPK1	1	47333956	0.624508982167463
345	CNIH3	1	224435089	0.555015552000751
346	CNIH4	1	224356929	0.0496036700003024
347	CNKSR1	1	26177555	0.497742515216124
348	CNN3	1	94897803	0.383411299697672
349	CNR2	1	23874537	0.340265507032739
350	CNST	1	246591575	0.752439496331783
351	CNTN2	1	205057921	0.427947984765699
352	COA6	1	234373485	0.316306875404694
353	COA7	1	52687745	0.76367185288453
354	COG2	1	230642610	1
355	COL11A1	1	102878054	0.853527879466581
356	COL16A1	1	31652665	0.097902642699894
357	COL24A1	1	85730575	0.307476102066836
358	COL8A2	1	36097583	0.771792435319034
359	COL9A2	1	40301193	0.352510975745106
360	COLGALT2	1	183938775	0.548604767187017
361	COPA	1	160290161	0.292667530763077
362	COQ8A	1	226961389	0.661769087801011
363	CORT	1	10450233	0.705935545716551
364	COX20	1	244835721	0.445833399165114
365	CPT2	1	53196962	0.673364056093911
366	CPTP	1	1326911	0.480258093256849
367	CR1	1	207496259	0.478957256852848
368	CR1L	1	207645234	0.919147240436013
369	CR2	1	207454422	0.372628757070759
370	CRABP2	1	156700033	1
371	CRB1	1	197268419	0.894456833052703
372	CRCT1	1	152515385	0.87957830980838
373	CREB3L4	1	153968529	0.0974980312364017
374	CREG1	1	167546113	1
375	CRNN	1	152409610	0.575000347849828
376	CROCC	1	16922019	0.907085494319213
377	CRP	1	159713531	0.691888822453207
378	CRTC2	1	153948119	0.0394223314500882
379	CRYBG2	1	26321973	0.39441843564011
380	CRYZ	1	74706296	0.535238292429136
381	CSDE1	1	114718176	0.685421166261191
382	CSF1	1	109911033	0.100832967998097
383	CSF3R	1	36466113	0.894137456694294
384	CSMD2	1	33519532	1
385	CSRP1	1	201484732	0.323042633572775
386	CTBS	1	84555000	0.820333971945536
387	CTH	1	70411420	0.230598609301133
388	CTNNBIP1	1	9850728	0.389933727408901
389	CTPS1	1	40983293	1
390	CTRC	1	15438475	0.84750469803316
391	CTSE	1	206010175	0.301219853746383
392	CTSK	1	150796804	0.923480908890567
393	CTSS	1	150733084	0.825038080634904
394	CTTNBP2NL	1	112416184	0.386008208195364
395	CYB561D1	1	109494144	0.701003038276636
396	CYB5R1	1	202962532	0.794318019038585
397	CYB5RL	1	54174645	0.482460962366191
398	CYP2J2	1	59893656	0.917934524791177
399	CYP4A11	1	46930140	1
400	CYP4A22	1	47137488	0.901940298988174
401	CYP4B1	1	46799086	0.646640803383221
402	CYP4X1	1	46961621	1
403	CYP4Z1	1	47067501	0.651413673710113
404	CYR61	1	85580988	0.775230172595271
405	DAB1	1	57010703	0.0298478052374795
406	DAP3	1	155709793	0.379547172514265
407	DARS2	1	173825236	0.397371779029895
408	DBT	1	100196277	0.369137960400449
409	DCAF6	1	167936912	0.47144267033989
410	DCAF8	1	160217609	0.522678519535921
411	DCDC2B	1	32209104	0.336602821441688
412	DCLRE1B	1	113905588	0.244503931999035
413	DCST1	1	155034056	0.0334930225882656
414	DCST2	1	155018551	0.383348650097673
415	DDAH1	1	85321543	1
416	DDI2	1	15617725	0.175309155842855
417	DDOST	1	20652392	0.168323519209049
418	DDR2	1	162719130	0.500449255910535
419	DDX20	1	111755929	0.326142769890707
420	DDX59	1	200641124	0.858527631175055
421	DEDD	1	161122151	0.926509891282339
422	DEGS1	1	224183363	0.518835091162166
423	DENND1B	1	197510466	0.517168081993699
424	DENND2C	1	114585614	1
425	DENND2D	1	111187621	0.232190277413861
426	DENND4B	1	153930298	0.068105065934974
427	DEPDC1	1	68476939	0.804693143989044
428	DESI2	1	244653320	0.0648859833832274
429	DFFA	1	10461512	0.426882095374929
430	DFFB	1	3857635	0.362650835018674
431	DHCR24	1	54852244	0.132871026176731
432	DHDDS	1	26432965	0.651522481260561
433	DHRS3	1	12568344	0.324878851313087
434	DHX9	1	182842576	0.729973881517108
435	DIEXF	1	209828068	0.424642516427886
436	DIO1	1	53894235	0.0205366843807956
437	DIRAS3	1	68046643	0.637817469420546
438	DISC1	1	231626870	0.907706174074162
439	DISP1	1	222942836	0.777173084973735
440	DISP3	1	11501000	0.0427989674226539
441	DLGAP3	1	34866129	0.918203630303415
442	DMAP1	1	44213757	0.777518397665868
443	DMBX1	1	46507020	0.756977702135646
444	DMRTA2	1	50418682	0.175534478560469
445	DMRTB1	1	53459455	0.848750208265951
446	DNAH14	1	224952704	0.692571398873773
447	DNAJB4	1	78005166	0.862239946184427
448	DNAJC11	1	6635689	0.7749312921113
449	DNAJC16	1	15529131	0.00168309454295079
450	DNAJC6	1	65264923	0.209511714790135
451	DNAJC8	1	28201303	0.28144321097502
452	DNALI1	1	37556966	0.158664213519036
453	DNASE2B	1	84398610	0.243616232083933
454	DNM3	1	171841678	0.0734168032912202
455	DNTTIP2	1	93870695	0.765556687964144
456	DOCK7	1	62455425	0.875151104763905
457	DPH2	1	43970198	0.812967588123289
458	DPH5	1	100990447	0.917636722092799
459	DPM3	1	155139982	0.633433809567118
460	DPT	1	168696554	1
461	DPYD	1	97078987	0.837159016590896
462	DR1	1	93346656	0.0813036817738312
463	DRAM2	1	111118166	1
464	DRAXIN	1	11706261	0.342207967927787
465	DSTYK	1	205147566	0.50032523162632
466	DTL	1	212035895	0.898218634886296
467	DUSP10	1	221702429	0.242075387978424
468	DUSP12	1	161749811	1
469	DUSP23	1	159781107	0.378629839662429
470	DUSP27	1	167094851	0.885428544968863
471	DVL1	1	1336147	0.307023851165533
472	DYRK3	1	206635728	0.127989515519833
473	E2F2	1	23509897	0.307216631746108
474	EBNA1BP2	1	43164478	0.0223914092286783
475	ECE1	1	21219966	0.817766462384899
476	ECHDC2	1	52896524	0.244590026220447
477	ECM1	1	150508219	0.780653118542044
478	EDARADD	1	236394451	0.0858883311329325
479	EDEM3	1	184694095	0.844496832708438
480	EDN2	1	41479416	0.836315316617151
481	EFCAB14	1	46678534	0.63557171210291
482	EFCAB2	1	244970426	0.678352310633662
483	EFCAB7	1	63525577	0.812412370459297
484	EFHD2	1	15409974	0.436285740336785
485	EFNA1	1	155127987	0.0474000244113977
486	EFNA3	1	155078955	0.630465635591408
487	EFNA4	1	155063831	0.482660539977705
488	EGLN1	1	231366419	0.1634497219972
489	EIF2B3	1	44850962	0.527460088290839
490	EIF2D	1	206591812	0.75072038330259
491	EIF3I	1	32222587	0.0313907540439062
492	EIF4G3	1	20807342	0.697286989767932
493	ELAVL4	1	50048168	0.429256464113918
494	ELF3	1	202011149	0.133123420850596
495	ELK4	1	205616587	0.755325757332189
496	ELOA	1	23743432	0.667474594773534
497	ELOVL1	1	43363929	0.835777777672342
498	EMC1	1	19219307	0.0970406448792482
499	ENAH	1	225497780	0.12639308870147
500	ENO1	1	8861401	0.591201148059217
501	ENSA	1	150625645	0.222018324413621
502	EPB41	1	28987480	0.155238375081793
503	EPHA10	1	37718383	1
504	EPHA2	1	16125219	0.527979930043323
505	EPHA8	1	22569297	0.345900819993305
506	EPHB2	1	22781422	0.101282993391806
507	EPHX1	1	225828734	0.450970161662152
508	EPHX4	1	92030080	1
509	EPRS	1	219968817	0.672520061896343
510	EPS15	1	51356744	1
511	EPS8L3	1	109750396	0.00231029379780057
512	ERI3	1	44221595	0.144046394430755
513	ERICH3	1	74571128	1
514	ERMAP	1	42830456	0.620397942040427
515	ERO1B	1	236218524	0.692874176340835
516	ERRFI1	1	8013212	0.908801691207796
517	ESPN	1	6424956	0.870894509020188
518	ESRRG	1	216507016	0.651889172825617
519	ETNK2	1	204132191	0.561728092348349
520	ETV3	1	157124920	0.207744825494485
521	ETV3L	1	157092654	0.733057961274178
522	EVA1B	1	36322302	0.16901726374479
523	EVI5	1	92513696	0.657408846653901
524	EXO1	1	241850428	0.548992674253397
525	EXO5	1	40514554	0.393243918253584
526	EXOC8	1	231335608	0.787478558297135
527	EXOSC10	1	11066718	0.745325498087775
528	EXTL1	1	26022647	0.71455357772606
529	EXTL2	1	100873944	0.651019088510221
530	EYA3	1	27974503	0.786983639715517
531	F11R	1	160998891	0.607981441683571
532	F13B	1	197039383	0.107461191778614
533	F3	1	94530470	0.0158214729476688
534	F5	1	169514326	0.841142640308121
535	FAAH	1	46394349	0.715330634620504
536	FAAP20	1	2189731	0.3899634173294
537	FABP3	1	31365890	0.775515001937837
538	FAF1	1	50441499	0.234456252781646
539	FAM102B	1	108560433	0.738573570979028
540	FAM110D	1	26161329	1
541	FAM129A	1	184794997	0.606156238363219
542	FAM131C	1	16058454	0.413229665872265
543	FAM151A	1	54609301	0.436992667510088
544	FAM159A	1	52633516	0.513347696758348
545	FAM163A	1	179813141	0.297694416691813
546	FAM167B	1	32247432	0.224550680855452
547	FAM177B	1	222746548	0.594817163030334
548	FAM183A	1	43147961	0.660107922884189
549	FAM19A3	1	112722234	0.691988618901386
550	FAM20B	1	179043883	0.427168774206495
551	FAM212B	1	111726978	0.430164019092486
552	FAM229A	1	32361443	0.837721823454515
553	FAM43B	1	20552974	0.535999031313753
554	FAM46B	1	27005961	1
555	FAM46C	1	117622902	0.415939042446123
556	FAM69A	1	92843398	0.380953405441829
557	FAM71A	1	212624899	0.453180194988224
558	FAM72A	1	206187327	0.232853147279042
559	FAM72B	1	121177226	0.668961758907572
560	FAM72C	1	143964888	0.589580006035813
561	FAM76A	1	27726097	0.727387105254495
562	FAM78B	1	166070246	0.814664799646299
563	FAM89A	1	231019886	0.276347423589949
564	FASLG	1	172659248	0.57167675714411
565	FBLIM1	1	15764994	0.6040027959903
566	FBXO2	1	11648711	0.591577889946662
567	FBXO28	1	224114140	0.58608145355687
568	FBXO42	1	16250683	0.889367319452013
569	FBXO44	1	11655857	0.416588841144973
570	FBXO6	1	11668705	0.256070494932793
571	FCAMR	1	206958532	0.544616460759002
572	FCER1A	1	159302383	0.821908996086104
573	FCER1G	1	161215334	0.125505627606229
574	FCGR1A	1	149782760	0.115415990108944
575	FCGR2A	1	161505535	0.557917282503174
576	FCGR2B	1	161671395	0.556546008782959
577	FCGR2C	1	161589588	0.607320442829647
578	FCGR3A	1	161543028	0.680252145047056
579	FCGR3B	1	161624546	0.403913781878476
580	FCMR	1	206905027	0.734460197974957
581	FCN3	1	27369238	1
582	FCRL1	1	157796099	0.747845195191639
583	FCRL2	1	157746738	0.739872079223627
584	FCRL3	1	157676717	0.566970948441836
585	FCRL4	1	157575535	0.310838841149481
586	FCRL5	1	157515603	0.403958222175414
587	FCRL6	1	159802425	1
588	FCRLA	1	161707214	0.801688585095011
589	FCRLB	1	161723373	0.148529914119707
590	FDPS	1	155309802	0.272988732770775
591	FGGY	1	59321551	0.269092095980142
592	FGR	1	27612921	1
593	FH	1	241497841	0.715336629630976
594	FHAD1	1	15251806	0.557189481432535
595	FHL3	1	37997409	1
596	FLAD1	1	154983726	0.49580309295565
597	FLG	1	152302705	1
598	FLG2	1	152350614	0.254809824058404
599	FLVCR1	1	212858470	0.296763511947612
600	FMN2	1	240092129	0.412576758493095
601	FMO1	1	171258084	0.357351995652651
602	FMO2	1	171185732	0.230357291919177
603	FMO3	1	171092678	0.530462201718765
604	FMO4	1	171319836	0.348690112055718
605	FMO5	1	147184493	0.862421153135746
606	FMOD	1	203342352	0.300544765860008
607	FNBP1L	1	93499477	0.279163257517046
608	FNDC10	1	1599358	0.219530404470442
609	FNDC5	1	32863742	0.213543691399775
610	FNDC7	1	108712946	0.306122096585542
611	FOXD2	1	47438159	0.844920276914758
612	FOXD3	1	63323066	1
613	FOXE3	1	47416317	0.00396593652916499
614	FOXJ3	1	42179744	0.793458007302721
615	FOXO6	1	41361938	0.347162517953676
616	FPGT	1	74204391	0.648549582981836
617	FPGT;FPGT-TNNI3K	1	74198240	0.0035489479192059
618	FPGT-TNNI3K	1	74464636	0.844765538825435
619	FPGT-TNNI3K;TNNI3K	1	74236109	0.184215851281197
620	FRRS1	1	99708900	0.571493563306978
621	FUBP1	1	77949195	0.84275405156294
622	FUCA1	1	23845740	0.707308640169305
623	G0S2	1	209675689	0.278839654321665
624	GABPB2	1	151088205	0.51907046840881
625	GABRD	1	2019428	0.373172495761698
626	GADD45A	1	67685512	0.574221918898334
627	GALE	1	23795951	0.640008238854769
628	GALNT2	1	230067303	0.75724935222076
629	GBA	1	155235217	0.787828334948058
630	GBP1	1	89053377	0.918572821018579
631	GBP2	1	89108185	0.12237599494102
632	GBP3	1	89007735	0.809572420383197
633	GBP4	1	89185261	0.34794202650551
634	GBP5	1	89260708	0.851570859937486
635	GBP6	1	89368552	0.0911576210763122
636	GBP7	1	89132191	0.166737895951408
637	GCLM	1	93889007	0.64415116354213
638	GCSAML	1	247549193	1
639	GDAP2	1	117870580	0.437538899446799
640	GFI1	1	92476048	0.680463889398158
641	GGPS1	1	235335302	0.309705887540434
642	GIPC2	1	78045079	0.232392959848557
643	GJA4	1	34794257	0.113283989513568
644	GJA5	1	147758200	0.198555249705034
645	GJA8	1	147907990	0.142779962444321
646	GJA9	1	38874559	0.648270135272931
647	GJB3	1	34784764	0.86032676472458
