SNP,Chromosome,Position,trait1
QPCTL,19,45692705,0.0109563947112731
HIGD1A,3,42785287,0.010957902864389
ARPP19,15,52551978,0.0110743788616596
RAB40C,16,590296,0.0111339294439873
KCNG4,16,84222224,0.0112073208538699
OR5B17,11,58358126,0.0112725984697652
SPIC,12,101477559,0.0113693814310001
TEX37,2,88525652,0.0113925002106403
TMEM235,17,78232025,0.0113935266238875
UGT1A7,2,233681951,0.0114434373917756
CAMKK1,17,3862212,0.0115629657959671
LRRC7,1,69678400,0.0115926138439925
ZBTB2,6,151365573,0.0116545512593513
SYT5,19,55173485,0.0117800183055574
IFFO2,1,18908586,0.0117821235017018
SLC37A4,11,119024914,0.0118076363060176
NPW,16,2019905,0.0118554156013467
FCHO2,5,72968499,0.0119795761060163
FAM96A,15,64072934,0.0120658011130779
SBK3,19,55540868,0.0121529825776048
IP6K2,3,48688308,0.0122158267042828
BDKRB2,14,96237110,0.0122290094376182
NOG,17,56594236,0.0122551499827889
RNF175,4,153710374,0.012258309826774
OR7A17,19,14880467,0.0122613673006751
SLC25A48,5,135834848,0.0123449256623875
TRIM49D1;TRIM49D2,11,89911603,0.0124030376334738
ATP5L,11,118401700,0.0124099869550364
DNAH6,2,84517830,0.0124419686720466
LIMD2,17,63698559,0.0124796118709982
VCAN,5,83483535,0.0125416922276297
MMP16,8,88041526,0.0125441745286977
TTC8,14,88824708,0.0125991738719738
TBL3,16,1972178,0.0127423140026126
FKBP1A,20,1370031,0.012790304611791
SCG2,2,223597441,0.0128175270544196
GNL3,3,52686772,0.0128266222420614
WNT8A,5,138084098,0.012848149156825
SLC1A6,19,14950209,0.0128539523583409
RNF133,7,122697802,0.012863849993915
MTPAP,10,30313617,0.0129541630594383
VRK1,14,96833478,0.0129630593889074
SBSN,19,35523527,0.0130034834448397
LRRK1,15,100924636,0.0130756120839821
MYH10,17,8475836,0.013098193694026
HEATR5A,14,31293320,0.013179499575966
HP1BP3,1,20744816,0.0132058295465348
CDC34,19,531933,0.0132120687550479
SPINK6,5,148203121,0.0132276456061111
NEK9,14,75084618,0.0132294592899683
HSDL2,9,112404054,0.0132644125977264
ITGB2,21,44886773,0.0133025249565332
TAX1BP3,17,3663755,0.013302970804298
ZMAT5,22,29731230,0.0133971298633505
ATRIP,3,48446860,0.0133979137467646
DUOX1,15,45131967,0.013403040014572
ASCL5,1,201114751,0.0134832411498411
SIRT5,6,13584114,0.0134997525098658
TSC22D2,3,150409368,0.0135548334055475
CCDC189,16,30757478,0.0135616556236503
NR5A1,9,124482765,0.0136209541159906
GATD1,11,770994,0.0136415341949681
TSACC,1,156339740,0.013657717330068
PPP1R14B,11,64244756,0.0137056735109091
ABCG8,2,43839061,0.013787185794533
FAM173A,16,721275,0.0138040987131068
CC2D2B,10,95922016,0.013813889215136
C19orf84,19,51388987,0.0140309650085073
FKBP4,12,2795153,0.014099592172784
CCER1,12,90953646,0.0141012068569716
VWA8,13,41568207,0.0142374102465895
PIH1D1,19,49446556,0.0142437932220293
RPS10;RPS10-NUDT3,6,34418385,0.0142914607361366
C1orf195,1,15168502,0.0143907358447219
HYLS1,11,125899370,0.0144404262364685
TCF3,19,1611714,0.0144656826684468
OR52I2,11,4586812,0.0145391630533863
TMEM44,3,194588540,0.0145484331881528
HNRNPL,19,38836769,0.0145838468960341
PON2,7,95405349,0.014633061355403
C1orf21,1,184477556,0.0146429295369409
ATPIF1,1,28236201,0.0148242671949181
ZSCAN25,7,99619616,0.0148552589432203
ZHX2,8,122951551,0.0149421429128733
VPS51,11,65096255,0.0149633261828691
TRPV1,17,3566826,0.0151181718330636
NUDCD3,7,44386021,0.0152804358586114
TMC1,9,72648657,0.0152843540318438
B3GLCT,13,31200098,0.015304748117651
RYR3,15,33311056,0.0153265217486344
C4orf48,4,2041989,0.0153280320613728
SLC23A1,5,139372019,0.0153985764559604
CD6,11,60971881,0.0154888187188021
SEMA4F,2,74654378,0.0156472868649674
LRPPRC,2,43888608,0.0156619704766189
TWIST1,7,19116730,0.0157024254130403
F3,1,94530470,0.0158214729476688
ABCC4,13,95021583,0.0158481328717207
LDB1,10,102108103,0.0158496394817719
THY1,11,119419451,0.0159506183311935
TMEM116,12,111931685,0.0160408314264795
CELA2A,1,15457095,0.0160462131195994
EMC3,3,9964077,0.0160530657069042
CHD1L,1,147242704,0.0163287802473474
SLC45A4,8,141211449,0.0163714242880432
CFAP20,16,58114853,0.0165979648736753
ZBTB26,9,122918628,0.0166003385457423
PCP4L1,1,161258975,0.016695976389049
ANXA1,9,73158545,0.0167107996423422
INTS7,1,211941841,0.0167558444487281
HS2ST1,1,86915034,0.0167921724526636
KCNIP3,2,95297445,0.0168797278112657
NACC1,19,13135487,0.0169059312944506
SH2D1B,1,162397312,0.0169434809791715
MBD3,19,1578345,0.0170051006986259
DFNA5,7,24699055,0.0171468865833346
GALR2,17,76074894,0.0174014904570589
ADPRHL2,1,36088918,0.0174604595281287
CCDC126,7,23611353,0.0174894463254449
SPTBN4,19,40472632,0.0175067432173118
OR56A5,11,5967581,0.0176060088716126
KLHDC7B,22,50548167,0.0177940394050808
KLC1,14,103654575,0.0178170699453264
LILRA4,19,54337403,0.0178596968381259
SP1,12,53380294,0.0182794468246877
GCK,7,44145148,0.0184275857479607
KCNK7,11,65593009,0.018476233821208
LPCAT1,5,1523720,0.0185596629813272
RFTN1,3,16316872,0.0185808274260902
TGM7,15,43276455,0.0186187461686513
DSCAM,21,40013083,0.0186757834321517
ZDHHC24,11,66526978,0.0187316136955666
CORO2B,15,68645170,0.0188247770362103
CHRNA6,8,42753229,0.0188547962932307
CFC1;CFC1B,2,130598656,0.0188671117968001
OR4N5,14,20143736,0.0188756997050444
JCHAIN,4,70656354,0.0188772823872733
HOXB5,17,48592229,0.018879042252232
PPY,17,43940930,0.0189382843401464
MADCAM1,19,496501,0.0190844228786313
ACAD11,3,132558982,0.0191120380169008
UNCX,7,1233019,0.019145450275645
TTC1,5,160010531,0.0191466771553083
KRTAP4-1,17,41184442,0.0192578698920621
ZWINT,10,56358443,0.0193159446961887
ANKRD29,18,23601229,0.019347261401204
C2orf78,2,73784311,0.0193562492106909
C1QTNF9,13,24316020,0.019389843643364
KLHL20,1,173716059,0.0194457807840591
OR2A4,6,131700488,0.0194507088672012
RPS7,2,3575626,0.0195256504446847
BABAM2,2,27894576,0.0195626240424854
UPF1,19,18832252,0.0197173141528836
PTPN11,12,112446290,0.0199790053709583
SGK1,6,134170275,0.0200238858536272
GORAB,1,170532153,0.0200613330781149
C9orf163,9,136484485,0.0200914840518983
DACT1,14,58638209,0.0201038500920551
FAM105A,5,14581905,0.020104402727109
HACE1,6,104729667,0.0201189172328113
ZNF141,4,343807,0.0202494934293568
MAL2,8,119208477,0.0203324460379042
CYP1B1,2,38070726,0.0203574006792743
CRLF3,17,30784231,0.0203613820419213
PAPOLG,2,60760135,0.0203708545285528
HEATR3,16,50066145,0.0203883041033035
NLRP14,11,7038594,0.0204366487313898
DIO1,1,53894235,0.0205366843807956
EGR3,8,22690498,0.0205865920456872
DYNC1LI1,3,32526818,0.0205981658859206
GSTP1,11,67584136,0.0207438351029939
FAM163B,9,133579027,0.0207661960897211
RIC3,11,8110704,0.0207677962904027
SIGLEC12,19,51491653,0.020845392487942
NSMCE4A,10,121959343,0.0209628448402874
BCL2L2-PABPN1;PABPN1,14,23322251,0.0209757728744242
C7orf77,7,124777513,0.0209850488503907
PFDN1,5,140245988,0.0211682538148683
AFF4,5,132881064,0.0211860656776575
STON1-GTF2A1L,2,48776284,0.0212650455423319
NAPG,18,10526157,0.0214972147173547
AKAP8L,19,15380130,0.0215383862736938
GPC6,13,93227476,0.0215516866249751
PCDHB11,5,141199800,0.0216258020868784
MOB2,11,1470176,0.0217903368563457
ANKRD36C,2,95851704,0.021792925817825
KIF3C,2,25929006,0.0218307657690073
EPHA1,7,143391457,0.0218374453691893
MRPL44,2,223957480,0.0218703724830752
ATP13A5,3,193275062,0.0218918898145154
BTD,3,15601724,0.0219249603355605
CHRD,3,184380319,0.0219360695041954
CNOT11,2,101252967,0.0220056709070254
CATSPERG,19,38337248,0.0220075505882393
R3HDM4,19,897444,0.0220557083520103
ZNF506,19,19794562,0.0221791707061906
CRNKL1,20,20036209,0.0222397281158306
PELI2,14,56118679,0.0222989360059842
DDX42,17,63787057,0.0223156794013973
CALML6,1,1915285,0.022359968888243
PPRC1,10,102133070,0.0223677109007341
EBNA1BP2,1,43164478,0.0223914092286783
HGF,7,81702589,0.0224151400304302
STX18,4,4420051,0.0225276350919629
HIST1H2AG,6,27133072,0.0225864165166498
CELF5,19,3224771,0.0226197148404939
CD248,11,66314780,0.0227155572667795
TRIM6;TRIM6-TRIM34,11,5596905,0.0227784290734977
CLPX,15,65150848,0.0227852382569279
PHC1,12,8917690,0.0228318238868288
ZDHHC20,13,21378718,0.0228458153275015
OR5H15,3,98168728,0.0228760798102789
FUZ,19,49807170,0.0229246516797416
BCL7A,12,122022145,0.022941554819176
RADIL,7,4799383,0.0229421426317087
AUP1,2,74526819,0.0229604057985358
IGSF5,21,39765567,0.0230451895546075
MAFB,20,40687887,0.0231187017587221
PRAC2,17,48723721,0.0231307248214684
CTSA,20,45891337,0.0231499835203516
MRPS9,2,105038093,0.0232213837427621
ZNF641,12,48343007,0.0232389802440501
TNFAIP1,17,28339526,0.0233002688304371
FBXL8,16,67161817,0.0233888054143551
RAB38,11,88113996,0.0234266061836462
EXT1,8,117799726,0.0234708198577245
BCR,22,23180971,0.0235813273783546
PLA2G5,1,20084838,0.0235884844800722
FAM114A1,4,38878083,0.0236153009798247
IQCF1,3,51894895,0.0236602396899077
SLC6A4,17,30198472,0.0237287214728195
POLR3A,10,77977486,0.0238454895983331
SNRPN,15,24975391,0.0240210517511882
IFNA13,9,21367445,0.024136922032575
TMF1,3,69023182,0.0241647524916982
PLN,6,118558925,0.0242397843976629
BMF,15,40091796,0.0243924366153719
SLC24A4,14,92323835,0.0243977876818163
HSP90AA1,14,102081731,0.0245487206864995
MYOT,5,137870653,0.0246361994896563
EFHB,3,19879634,0.0246496052825929
RSPRY1,16,57204689,0.0246929210035873
GINS2,16,85678215,0.0248465618018092
RPGRIP1,14,21287984,0.0248651895609382
SRD5A1,5,6633558,0.02490795874373
CCNA2,4,121817646,0.0249159404067951
C3orf56,3,127196688,0.0250345733316568
IRAK3,12,66189300,0.0250915385753491
GADL1,3,30728247,0.0251041701570742
ANAPC13,3,134478609,0.0252240926576748
NPAS3,14,32939349,0.0253502688498756
OR2AG2,11,6768015,0.0253837765556758
PRSS12,4,118281979,0.0253933396635868
CALB2,16,71358793,0.0254257898136196
ARSK,5,95555291,0.0254598826298789
AXIN1,16,288127,0.0257248874244461
ZNF229,19,44428307,0.0257420950606728
CDC27,17,47120988,0.0257723817592165
SPINK5,5,148064057,0.0258344605028735
HEXIM2,17,45160924,0.0258411469489944
SOX6,11,15972826,0.0258938742869004
PDS5B,13,32648798,0.0260015182447163
ADIPOR1,1,202941611,0.0260060116213739
TMCO2,1,40248035,0.0261339434120084
CTSZ,20,58995681,0.0261503865403749
PTPRT,20,42080905,0.0262672344259173
NFKBIE,6,44259224,0.0263839100645841
KRTAP9-7,17,41097784,0.0263934201630089
ZBTB8A,1,32592942,0.0264136694936319
ROPN1L,5,10442170,0.0264221588133654
PCDH10,4,133150243,0.0265040779181059
ZNF552,19,57808052,0.0265249187442181
WWTR1,3,149520825,0.0265313357185607
LY6K,8,142700532,0.0265738507442824
VWDE,7,12331190,0.0266600654389987
CEP85L,6,118465397,0.0266880147413199
ZNF134,19,57619473,0.026698714402153
UNK,17,75784906,0.0267742966179679
PLA2G6,22,38112165,0.0267814318438094
HPS3,3,149129753,0.0268252545266072
RACGAP1,12,49990272,0.0268818257702711
DUOX2,15,45094160,0.0268915941612944
SGSM2,17,2337692,0.0270323893097068
SMPDL3A,6,122789377,0.0271559021495504
ZNF621,3,40525841,0.0271624631979811
CLEC4G,19,7729418,0.0271919519339591
ZBTB47,3,42658360,0.027330810348093
SLC12A7,5,1053469,0.0273758839989564
FBXO27,19,39025427,0.0274081854087348
SGCE,7,94585469,0.0274127919043147
EPB41L5,2,120019088,0.0275929923727866
UBE2I,16,1314058,0.0276476906678782
PMF1;PMF1-BGLAP,1,156213025,0.0276584205029567
PMCH,12,102196672,0.0277032780207946
DCDC1,11,30878585,0.0277098671523709
ELP2,18,36129934,0.0277186388890229
OR4P4,11,55638358,0.0277312604844769
PPM1F,22,21923094,0.0277793114489111
PES1,22,30577053,0.0280526073055035
SPATA18,4,52051706,0.0280672456789528
SHANK2,11,70472885,0.0282061189581447
BCAM,19,44809135,0.0282470100276634
LDLRAD2,1,21812458,0.0283566637830496
AFAP1L2,10,114296041,0.0283840258410373
C15orf40;FAM103A1,15,82989091,0.028457779777973
NUDT19,19,32691963,0.0285137655908472
RHOC,1,112701541,0.0285518610592587
BTN3A3,6,26443624,0.0285767714362162
DEFB134,8,11993980,0.0285845102339811
C9orf85,9,71911751,0.0286056158761296
KCTD11,17,7352971,0.0286455779354787
IVD,15,40405823,0.0286514866359457
OR10X1,1,158578933,0.0286726841202689
TMEM255B,13,113766124,0.0286731772813044
ATIC,2,215312147,0.0288258641455931
CCL7,17,34270313,0.0288852517607897
OR1F1,16,3204253,0.0290010826815574
RCCD1,15,90956745,0.029040317688911
TMEM254,10,80078700,0.0290483627294907
PRR14L,22,31685568,0.0290877476038682
FSD2,15,82759374,0.0290906242207437
ADIRF,10,86968579,0.0291425916141248
MAN2A2,15,90904262,0.0291576290636752
PACS2,14,105314925,0.0292896436015798
LRRC40,1,70145813,0.0292994853981943
PAFAH1B2,11,117152478,0.0293830492452802
PRR25,16,805443,0.0295474694589978
KLF1,19,12884899,0.0295937477298193
ZBTB46,20,63746938,0.0296288400600125
RHOJ,14,63204880,0.0296483645110909
KIF2C,1,44739944,0.0296555881550523
ZNF581,19,55644572,0.0296673663528515
PAIP2,5,139363810,0.0297391432771063
DAB1,1,57010703,0.0298478052374795
OR2A25,7,144074220,0.0298765097322407
ABCC10,6,43427979,0.0298782304449159
C6orf203,6,107039758,0.0298849564181816
RETREG1,5,16474770,0.0300341344885221
HOXD1,2,176188803,0.0300484153685169
OR51B2,11,5323376,0.0300810576648846
COL6A2,21,46111480,0.0301574510342011
CAMK1;OGG1,3,9765846,0.0301645894194009
TRIP4,15,64387865,0.0302188296406957
ASNSD1,2,189666146,0.0302230746031596
ATP6V0E1,5,172983876,0.0302356276975483
