SNP,Chromosome,Position,trait1
EDEM1,3,5187814,0.00203109848042371
ALKBH2,12,109088232,0.00204198775435105
PTGER1,19,14472567,0.00205361211206967
AK1,9,127868039,0.00206799367731647
RAVER2,1,64745174,0.00211962780189456
OR8I2,11,56093315,0.00212434395279215
OR56A3,11,5947455,0.00212626067132593
GOT1L1,8,37934301,0.00214453303471718
USP10,16,84704844,0.00215233244937185
MBNL2,13,97276367,0.00217873763985865
LKAAEAR1,20,64083416,0.00218554108141922
ROM1,11,62613284,0.00223626396575605
RRH,4,109828062,0.00224307847925931
PER1,17,8141102,0.00224733394872845
UBAC2,13,99200924,0.00226984573105327
IRF9,14,24162152,0.00229339681942431
ALDH3B2,11,67663252,0.00234636586694625
ERLIN1,10,100152141,0.0023502977598967
CSNK2A2,16,58164076,0.00236705615411548
SNRNP48,6,7590265,0.00238281299831355
EIF2D,1,206593622,0.00239619447129902
MALRD1,10,19048943,0.00239851098518473
GLB1,3,32997100,0.0024001224065866
RRP12,10,97357111,0.00240550883101531
BOC,3,113249805,0.00241314718421759
PCDHB7,5,141172897,0.00246109827083751
BID,22,17735587,0.00246521853123582
CYB561D2,3,50351473,0.00247732815494051
ORMDL3,17,39922553,0.00248985942615021
CDR2,16,22347028,0.00249856942624005
C7orf55-LUC7L2;LUC7L2,7,139405674,0.00254696711158331
THAP10,15,70882776,0.00255791203104672
THYN1,11,134248842,0.00255797470539454
RNASEH2B,13,50910078,0.00256482356711263
TNFSF8,9,114894089,0.002588581505236
FAM129C,19,17523452,0.00260490849066375
ZNF385A,12,54370335,0.00261224728399134
CCER1,12,90953714,0.00262739154692349
SLAIN2,4,48341756,0.0026336010668121
NLRP13,19,55892099,0.00267377558041937
MRPS15,1,36455863,0.00271840594631978
TSPYL4,6,116252793,0.00272380182368404
KMT2B,19,35718020,0.00275239903219382
CCDC96,4,7041470,0.00282931423906874
SHANK1,19,50661993,0.00291177599680814
SLC6A18,5,1225485,0.00291220287191929
FAM229A,1,32361463,0.0029280630129731
WNT6,2,218860066,0.00293658521140794
EIF3F,11,7987366,0.00294230781938065
SULT6B1,2,37168000,0.00294546379877447
RECQL5,17,75627445,0.00297922163134778
DZANK1,20,18384516,0.0029992720922366
C3orf58,3,143972382,0.00307947726119595
PATE3,11,125788182,0.00311037550067861
FCF1,14,74713503,0.00313331739473965
ZNF76,6,35281152,0.00313930188701306
ANKEF1,20,10038306,0.00318440235468553
IFT88,13,20574410,0.00319139989495831
KTN1,14,55612076,0.00321003469793746
KISS1,1,204190552,0.00321486268832294
STRA6,15,74180090,0.00328213171055358
MUC16,19,8848949,0.00330262288401495
ANAPC1,2,111769391,0.00331002131115465
CXCL12,10,44372977,0.00331482952799111
ATP6V1D,14,67340498,0.00333944871045755
ATP5F1,1,111449554,0.00337051903076135
OSGEP,14,20447456,0.00343884148316764
HOXB3,17,48550402,0.00345707354385094
AHCYL2,7,129225099,0.00352012454149364
IL5,5,132541831,0.00353885840806234
BIRC5,17,78214341,0.00356017542204645
IFT81,12,110127445,0.00357386049229103
PPM1A,14,60245872,0.00362061099294908
MRPL37,1,54200259,0.00365075281404159
C6orf201,6,4087642,0.00371058458904761
SMIM21,18,75418849,0.00374245256327754
POLE2,14,49647302,0.00376234045461421
SRSF6,20,43458049,0.00378124496537358
CCNL1,3,157148260,0.00379249199126386
ACSM5,16,20411529,0.00388756170419646
GPR12,13,26758836,0.0038903168897616
POU4F3,5,146339168,0.00390405403030214
FLVCR1,1,212858523,0.003907965412843
TRMO,9,97904827,0.00391023012135017
JPH2,20,44114876,0.00392792383219376
KCNK7,11,65593009,0.00398944317387506
PRRC2C,1,171512104,0.00403830653735016
ICK,6,53005154,0.00405620102907367
XPOT,12,64410075,0.00407513619255229
LRRC18,10,48910247,0.00411548352016911
HACD1,10,17594283,0.00420773583360079
DOCK8,9,271721,0.00423223517038207
TAF6,7,100107269,0.00424705444048734
PFDN1,5,140281512,0.00431816344177394
SMAD5,5,136153765,0.00432759926824133
GRK2,11,67266748,0.0043506170186659
CYP2D6,22,42126598,0.00435089483247431
C8orf4,8,40153560,0.00435128730024881
CCDC88A,2,55291715,0.00436961698222782
DBH,9,133636379,0.00446685304079986
KCNG2,18,79863677,0.00448258735724005
SCRT1,8,144333198,0.00457934385889536
PCDHA6,5,140828096,0.00459879285872966
TRIOBP,22,37701372,0.00467201496103575
ARHGAP11B,15,30635599,0.00469255441670158
PGD,1,10399637,0.00470815482747322
ANKRD22,10,88822952,0.00473084002472257
BOK,2,241559526,0.0047844969210008
COG1,17,73193127,0.00480185425701518
NDUFA4L2,12,57235577,0.00481405927122858
B4GALT1,9,33113479,0.0048172127511672
TSEN2,3,12489931,0.00483941051738546
ECSIT,19,11506243,0.00487777203800399
BPIFB2,20,33008596,0.00487880847592237
FAM214B,9,35105277,0.0048956486251176
SNAPC3,9,15422959,0.00498049334466399
PPIL3,2,200871427,0.00498217314083815
NKX3-2,4,13542063,0.0050008393531078
KRT38,17,41437420,0.00500537174617821
PRKAG2,7,151557218,0.00501263843556732
SGPL1,10,70844489,0.00502431296477701
PRMT7,16,68316005,0.00503612085381766
C1QB,1,22659553,0.00509559619832933
UBA3,3,69055495,0.00516812330719429
UXS1,2,106094047,0.00519262361803696
SYNRG,17,37596227,0.005268058615435
NTN1,17,9022379,0.00530149196112828
IFI16,1,159014801,0.00535099741741085
ZSCAN26,6,28271962,0.00536207097351571
BTC,4,74748057,0.0053847976549577
GGA1,22,37608900,0.00540748851300288
IRF5,7,128942202,0.00542697206650422
CD80,3,119527823,0.00543843219827045
MAL,2,95025811,0.00547015848438348
DDX23,12,48830491,0.0054718185901319
C20orf194,20,3252603,0.00551898684953112
PITPNC1,17,67532946,0.00557613679628211
EIF5,14,103335918,0.00558314532339954
AGAP9,10,47502157,0.00562569321354522
KCNJ16,17,70131998,0.00564534196620381
PRDX5,11,64318264,0.00564935935192978
TMEM136,11,120327382,0.0058396874269665
GBP7,1,89132193,0.00589003932574061
GTF2IRD1,7,74508108,0.00589663143857067
AP3S2,15,89893886,0.00601636273514816
DNAI2,17,74281819,0.0060377846020625
HTR6,1,19665760,0.00604794267346953
BTBD1,15,83018107,0.00607451508345846
ITGA2,5,52989503,0.00607656018871283
SLC18A2,10,117241724,0.00608714865327231
MFSD2B,2,24010150,0.0061113219762774
POPDC2,3,119642486,0.00615025254167634
RASGRP1,15,38490558,0.00622307999904792
CREB3L3,19,4153749,0.00633360300576935
PRDM2,1,13731024,0.00634468693313139
CCL2,17,34255353,0.006349394283092
DTX3,12,57606873,0.00635410853562901
BRWD1,21,39187183,0.00635979335043357
ANXA2R,5,43039491,0.00646953514631998
STK35,20,2101982,0.00650156478696862
C2CD6,2,201487628,0.00657622496167432
ST6GALNAC6,9,127886498,0.00662201581078814
RBM6,3,49962684,0.00669879486956715
ATP6V0E1,5,172983876,0.00670298240503397
MYO9A,15,71826603,0.00670850163550107
PREX2,8,67952395,0.00671995769433575
HOXD9,2,176122788,0.00676661314314153
OR52B6,11,5580958,0.00676793276027299
C7orf55-LUC7L2;FMC1,7,139341386,0.00677140361658246
PCDHGA5,5,141364374,0.00677492102536992
PIWIL4,11,94567555,0.00689956160537653
ZNF777,7,149431786,0.00690097067772788
LILRB1,19,54631605,0.0069109362403168
HAO2,1,119380718,0.00693598033414
CLTC,17,59620154,0.00696932351839419
SERPINA3,14,94614449,0.00703029595469651
GPR152,11,67451316,0.00703508253922946
SLC22A31,16,89196010,0.00705413106719632
ALKBH8,11,107504692,0.00706423109210541
PPP1CB,2,28776929,0.0070870111155692
KRTAP10-10,21,44637470,0.00710595621282939
C17orf67,17,56795071,0.00711612943999418
TNNC2,20,45824016,0.00713476138143909
ATN1,12,6934011,0.00716180867194982
TGM7,15,43276455,0.00729237598283328
CSTF1,20,56395669,0.007305255059045
CFAP57,1,43172802,0.00731066211103049
UBLCP1,5,159269982,0.0073237478677104
FBXO18,10,5895121,0.00732916274632522
CHD5,1,6106395,0.00734513819873583
CHURC1;CHURC1-FNTB,14,64914425,0.00741589387822383
OXCT1,5,41739419,0.00745856707381254
LRRC14,8,144519805,0.00748955162302101
LYG1,2,99284425,0.00750716983230415
ATF7IP,12,14385384,0.00752981275304598
RRAD,16,66922091,0.00758544733131938
TUFT1,1,151540403,0.00767696453182309
FAM214A,15,52584755,0.007710029144115
OR1C1,1,247757541,0.00774852239377011
COMT,22,19962587,0.00777259094403493
SIGLEC10,19,51411127,0.00783053538723166
BOD1,5,173608265,0.00784312394298303
UBXN1,11,62676741,0.0078906466282227
NUDT21,16,56434795,0.00789533572334988
HECTD1,14,31101212,0.00790335277300969
PLIN3,19,4839200,0.00791390823947979
CDC25C,5,138285732,0.0079188477172687
AIFM3,22,20973291,0.00792554103666598
CHRNA6,8,42753229,0.00797251667729149
ZFYVE28,4,2270733,0.00799286759922424
RNF40,16,30762582,0.00799352917832374
CAND1,12,67269739,0.00800338211091678
AGGF1,5,77030780,0.00803790188941356
UBE2J1,6,89329692,0.00805257123981706
PPP4C,16,30083398,0.00806273030117077
TRIQK,8,92886695,0.0080820880107414
ATP1A3,19,41967251,0.00812736567655414
RPL23A,17,28720009,0.00815626312420092
EIF2A,3,150563553,0.00817877956409541
FOXE3,1,47416334,0.00818748489013332
CYP11B2,8,142911984,0.00818918398758173
ADRM1,20,62303575,0.00827082593058703
TAT,16,71568211,0.00827538772733039
RHOBTB2,8,22994623,0.00827614343632987
CCDC178,18,32938025,0.0083222757014938
KCTD12,13,76885543,0.00833923249343982
PLEKHA3,2,178495614,0.00833979925788519
LIPF,10,88667350,0.00834874517302264
MSL2,3,136151188,0.00836413150145721
PTPN7,1,202148623,0.00847168733451942
CPNE8,12,38653892,0.00848194919164758
HPCAL1,2,10419914,0.00849390019804319
SLC7A10,19,33208986,0.00851630394496805
DUSP4,8,29337190,0.00855694439202381
FCRL4,1,157575536,0.00862346000238801
ICAM4,19,10287042,0.00867918333990914
SLC12A1,15,48207778,0.00873404331598637
IL10RA,11,117986475,0.00874753546872131
IGF2BP2,3,185647096,0.00877483268663348
RAB44,6,36704258,0.00881515073466643
C11orf96,11,43942963,0.00887063209241712
CLCF1,11,67365147,0.0088910827930393
FOXI1,5,170106007,0.00889626676026367
TCL1A,14,95711765,0.00898669768139049
SRSF7,2,38745185,0.00900330433173024
TRIM6-TRIM34,11,5632263,0.00900901672285614
CNPY3,6,42935612,0.00902814013749575
FBXW10,17,18744338,0.00904642845292114
U2AF1L4,19,35742630,0.00905381200160993
AP4E1,15,50908845,0.00909211913724228
RPL27A,11,8683247,0.00919104609572485
ENTPD8,9,137434985,0.0092094269017462
TIMM10,11,57528718,0.00922546994541829
TBCD,17,82752303,0.00923920212199592
ABHD2,15,89116509,0.00927982100128111
GLIS3,9,3828309,0.00934763158048335
ITPRIPL1,2,96325847,0.00938164494986182
TTC21A,3,39107862,0.00939875966524439
DLX2,2,172100587,0.00948068684883729
SLC28A1,15,84887771,0.0095205116606869
IFNL2,19,39268683,0.00958063261678022
CASP12,11,104886727,0.00964072326081977
ALDH8A1,6,134918429,0.00964860187676009
SOCS5,2,46758565,0.0097465455689304
RNF19A,8,100258600,0.00975782812284587
C10orf25,10,45000415,0.00982052405149847
FOXI3,2,88448257,0.00982207582791783
HSP90AB1,6,44248633,0.00982947468007012
DNAJB8,3,128462562,0.00990190311906691
POM121,7,72926467,0.00991038874035399
FAM159B,5,64690625,0.00992988010620888
ENSA,1,150625645,0.00999194896947242
ATPIF1,1,28236208,0.00999749921447113
COMMD6,13,75526629,0.0100038653244164
KRTAP15-1,21,30440335,0.0100051244672257
HMGN2,1,26473492,0.0100128305499212
FAM166A,9,137243704,0.0100217704428429
HSD17B7,1,162790823,0.0100227145665203
KCNK15,20,44745990,0.0100806445346799
NKIRAS2,17,42021635,0.0101030479010993
CCL24,7,75811864,0.0101092717852082
RERG,12,15109202,0.0102294001092522
DCAF17,2,171435093,0.0102763898475192
NCCRP1,19,39196984,0.0104105673679011
TRAPPC11,4,183663885,0.0104289544692857
DCTPP1,16,30424283,0.0104328832405814
TRPM6,9,74724650,0.0104610353168295
GABARAP,17,7240882,0.0104898830734224
ACP2,11,47240136,0.010496514911894
RSL1D1,16,11837854,0.0105181437564771
ACAT1,11,108121611,0.0106629603028364
CD226,18,69864336,0.0107042310284288
SPCS3,4,176320203,0.0108361087972013
SLC9A4,2,102473778,0.0108805488878763
IFNG,12,68155369,0.0110688598750176
IL10RB,21,33266502,0.0110709157736081
WDFY3,4,84672879,0.0111219793663478
KCNS2,8,98427998,0.0112194036900259
EGLN3,14,33925904,0.0112477206270535
UBE2E1,3,23807356,0.0112758914203636
KLRC4,12,10407655,0.0112926702082959
TMEM192,4,165079684,0.0113119205051347
TNNT3,11,1922884,0.0113395011883173
DAG1,3,49510551,0.0113883194011289
TMEM39B,1,32074987,0.0114140695509365
MCL1,1,150577474,0.011448062378114
MTA2,11,62593900,0.0115955070127839
CCDC38,12,95867081,0.0116938805016619
AP5B1,11,65777906,0.011701171131253
GPCPD1,20,5547761,0.0117410875239796
TBCB,19,36115576,0.0117573059468742
RAD18,3,8881370,0.0118203029504637
HIST1H2BG,6,26216376,0.0119065264844976
FBXO10,9,37512554,0.011924023958336
AGXT2,5,34998760,0.0119439967926309
GTF2E2,8,30580309,0.0119576350194439
ISLR2,15,74132833,0.0119621558622638
DRICH1,22,23614150,0.0119841242413802
UGT1A10,2,233636532,0.0120634629385739
ICA1L,2,202779550,0.012064973408327
RGS9BP,19,32676292,0.0121164347912375
LRP6,12,12121168,0.0121213727499796
BTBD6,14,105248900,0.012132590540929
THBS1,15,39582195,0.0121596411951963
GYPC,2,126656286,0.0121848721195638
NCAPH2,22,50508352,0.0122162457501094
PLAC8L1,5,146084452,0.0122673971992809
CHMP2A,19,58551708,0.0122816149053938
XYLB,3,38346887,0.0123157848289159
LCN10,9,136739548,0.0123746302962837
SPPL2B,19,2328710,0.0124308711376321
CCND3,6,41936046,0.01245194768044
SLC39A10,2,195680050,0.0124755782563254
TRABD,22,50193090,0.0125362048324653
FLI1,11,128758206,0.0125470400963331
ASS1,9,130452242,0.0125859584079913
TUBA3C,13,19173863,0.012587677515726
GRAMD1B,11,123577428,0.0126236667117481
EIF4E2,2,232557919,0.0126460917834225
C3orf62,3,49271315,0.012708755914582
STAC3,12,57244122,0.0127101554985447
HDAC3,5,141625230,0.012720773645024
TRIP12,2,229767610,0.0127699200766356
B4GALT5,20,49636386,0.0127904971244106
LRRC7,1,69760194,0.0127906051029959
TMEM167B,1,109092895,0.0127979617378696
CHMP2B,3,87240720,0.0128281314425905
RAMP1,2,237859700,0.0128999945902097
C1orf167,1,11764407,0.012928954610463
TERB2,15,44956755,0.0129368700181643
PPP4R2,3,72998089,0.0129522934710232
SLC17A2,6,25913359,0.0129797387977205
RPL17;RPL17-C18orf32,18,49489384,0.0130004161322201
CDC42BPA,1,226994270,0.013026669350734
KIAA2026,9,5919734,0.0130302382469042
SYCN,19,39203927,0.0130746132619811
SCG2,2,223597548,0.0130934161736429
CFAP70,10,73256410,0.0131020189074142
RFPL4B,6,112349718,0.0131282339649228
FBXO38,5,148394787,0.0131429128183711
UVSSA,4,1348108,0.0131744240507492
GOLGA4,3,37243618,0.0131973798894353
ATP9B,18,79096499,0.0132077873970985
MEAF6,1,37493787,0.0133210304158193
EXOSC6,16,70251087,0.0133358259043511
IMPAD1,8,56963909,0.0134061475485205
POLR1C,6,43517114,0.0134181864376357
PMAIP1,18,59900200,0.0134564585444986
EIF5A,17,7307081,0.0134934646678659
EDN1,6,12292363,0.0135729739034198
RIT2,18,42743509,0.0135804642018531
RCHY1,4,75482641,0.013608556845722
WSCD2,12,108195873,0.0136296881229142
C5orf63,5,127051944,0.0136926298878578
MAPKAPK5,12,111842738,0.0137413677635532
RPL27,17,42999994,0.0137552665334443
C11orf86,11,66975460,0.0137695606099963
TNFRSF10D,8,23137917,0.0137949742390333
RANGAP1,22,41246638,0.0138050450440192
TBC1D20,20,438638,0.0138059166245633
FEM1C,5,115524421,0.0138165917006662
CLSPN,1,35736497,0.0138310665801762
CDH18,5,19473246,0.0138314180517664
C10orf71,10,49322568,0.0138314992216556
ANTXR1,2,69013519,0.0138518392624597
ATRIP,3,48446877,0.0139063359541318
DOC2A,16,30006206,0.0139299118883144
CLUL1,18,617995,0.0139945954606414
OR11G2,14,20197371,0.0140378019127376
ZNF468,19,52840763,0.0140451462433695
SGCD,5,156344500,0.0140639544418194
PIK3R5,17,8880701,0.014097912079519
TEKT3,17,15304015,0.0141840876590679
CTLA4,2,203868027,0.014210133635954
HIST1H2AL,6,27865356,0.0142586172071169
ZNF581,19,55644572,0.014289176703721
THSD7A,7,11375804,0.0143331707857562
MAP3K9,14,70730385,0.0145216476593683
KCNE1,21,34449325,0.0146943810744959
MITD1,2,99169440,0.0147021802820094
DOK3,5,177503062,0.0147946587400756
PCYT2,17,81904847,0.0148130666740603
PRKAR1A,17,68515424,0.014816501078309
HTR1D,1,23193093,0.0149183161854129
SH3BP5L,1,248811934,0.0149266070455325
COX16;SYNJ2BP-COX16,14,70326358,0.0149273553594242
MUC5AC,11,1158025,0.0149311335970713
SURF6,9,133331910,0.0149323260465074
SNX32,11,65849538,0.0149422680541127
CST3,20,23633933,0.0150066265206507
TMEM189;TMEM189-UBE2V1,20,50128031,0.0151260582860981
ITPKB,1,226634772,0.0152616485188665
SLC25A19,17,75273455,0.0152788096354527
OLAH,10,15047295,0.0152896270099404
ZSCAN32,16,3382868,0.0153317158189059
HIST1H4I,6,27139348,0.0153453104734647
EIF1AD,11,65998623,0.015345961351647
FAM234B,12,13044404,0.0153657252616273
ANAPC2,9,137175030,0.0153670326694059
SIAH3,13,45783496,0.0153695103798104
TPPP2,14,21030597,0.0153772994053004
PGLYRP4,1,153330826,0.0154026187608043
ANKRD39,2,96848321,0.0154032367864836
HPF1,4,169729616,0.0154222243918414
OOSP2,11,60040521,0.0154612689981206
ZNF70,22,23743856,0.0154733313537135
ZNF43,19,21808702,0.0154896706075232
ZP1,11,60867623,0.015509718275153
CAMKK2,12,121240524,0.0155956008305923
DLGAP2,8,1668486,0.0156059663714484
TEX2,17,64148989,0.0156202366042821
SOCS3,17,78358469,0.0156513763571254
NOA1,4,56963482,0.0157404179905664
KCNJ11,11,17386938,0.0158366774265349
POLR2K,8,100151405,0.0158995897678991
B3GNT7,2,231397745,0.0159285633851532
IDH1,2,208237117,0.0160302115230251
SERBP1,1,67413247,0.0161150079866128
IFT57,3,108162526,0.0161212774302649
SIGLEC11,19,49950190,0.0161222455445041
TAS2R1,5,9629196,0.0161530409028278
CGA,6,87085823,0.0161607091282777
CABLES2,20,62390987,0.016172230947227
TMEM65,8,124320103,0.0161842845117099
SPRR2B,1,153070647,0.0162058132304755
KPNA3,13,49701892,0.0162068455238848
MYL6,12,56159643,0.0162071980483233
IGFBPL1,9,38411406,0.0162145193481563
PROSER2,10,11852093,0.0162312059348237
GLRX3,10,130136424,0.0163423769278522
HACD3,15,65556896,0.0164260040141251
PRTG,15,55620071,0.0164487416107829
GBX1,7,151148596,0.0164528036459689
SLC39A14,8,22404733,0.0165952965417676
INPP5A,10,132538113,0.0166050428014367
UGT1A9,2,233671942,0.0166359372131096
LUZP2,11,24497269,0.0166689568932598
ANKRD66,6,46749915,0.0167823630797574
ADK,10,74176879,0.0168075686439436
DTX1,12,113058200,0.0168587756250655
SPIRE2,16,89828558,0.0168988638905778
CXCR4,2,136114906,0.0169204195677736
LOC100996842,17,7582245,0.0169387978118182
PRKCH,14,61322126,0.0169822836655237
UBE2Z,17,48908514,0.0170113802879057
PDE4A,19,10416960,0.0170194233275135
USP43,17,9645655,0.0170548503853167
HERC3,4,88605858,0.0170635380065591
ZNF493,19,21397241,0.0171087012693543
PRF1,10,70598064,0.0171659151167656
WASF2,1,27408335,0.017260861148949
PPP3CA,4,101025917,0.0173612118586652
FYTTD1,3,197750015,0.0174201909953793
SPINK13,5,148274363,0.0174211476338433
TIGAR,12,4321287,0.0174845207854273
MRPL42,12,93476987,0.0175200784669374
GPR39,2,132417086,0.0175419810162639
TAAR8,6,132552693,0.0175504980853034
NRN1L,16,67884906,0.0175596575460518
DCXR,17,82036043,0.0176121836620446
POLR3F,20,18467513,0.0176394457520171
KIF3C,2,25929006,0.0176473521882011
HOXB1,17,48529578,0.0176561807434362
ACO2,22,41469172,0.0176786893876072
PIH1D1,19,49446570,0.0177115546976152
FLAD1,1,154983737,0.0177243068254472
COA3,17,42798074,0.0177578561011156
C15orf40,15,82991967,0.0177614326886213
PDYN,20,1980336,0.0177727759227122
PTMA,2,231708732,0.0178343455994244
NTMT1,9,129632728,0.0178551345880391
PDGFA,7,500488,0.0178690347730197
KCNAB2,1,6040642,0.0178907226133757
CLN3,16,28477620,0.0179176189132488
TCP11L2,12,106311103,0.017929495659095
CTTNBP2NL,1,112416208,0.0179386577886728
SPECC1,17,20096686,0.0179906705996704
NOSIP,19,49556321,0.0179995250329721
SPAG1,8,100177910,0.0180947339441181
ATP5G1,17,48894372,0.0181214041849704
POTEF,2,130074258,0.0181696843975249
UQCRFS1,19,29207658,0.0182743831548113
HIST1H2AI,6,27808268,0.0183510382138005
C20orf24;TGIF2-C20orf24,20,36607770,0.0183709459619293
ELOVL6,4,110051341,0.0183945744345851
KRTAP13-1,21,30396142,0.0185224822356138
FKBP5,6,35577002,0.0185244058376275
BAALC,8,103140951,0.0185256091104533
MYLPF,16,30375836,0.0185736028179927
TUBA3D,2,131478176,0.0185803047817609
SORCS1,10,106577443,0.0185990481489848
CAV3,3,8733916,0.0186159071308765
COX4I2,20,31639938,0.0186182320256624
TRIAP1,12,120444886,0.0186196739996352
DEFB116,20,31303255,0.0186391160590298
LZTS2,10,101002563,0.0186506070560872
TRMT44,4,8440826,0.0186673619572992
IDO1,8,39913932,0.0186769899645404
KCNB2,8,72567751,0.0186879561864377
CCDC63,12,110852955,0.0186954153874909
AKIRIN1,1,38991427,0.0188060939658565
XAF1,17,6756081,0.0188260196638314
CDK2,12,55967017,0.0188871236201298
ELOB,16,2771485,0.0189138052682882
GPR149,3,154337740,0.0189198753320043
C3orf22,3,126549932,0.0189518613235662
RAB11FIP3,16,488855,0.0189920352545694
DNAJB14,4,99901119,0.0190306346671837
SMOX,20,4175076,0.0190385928629118
PHF3,6,63646594,0.0191023486547668
GCOM1;MYZAP,15,57592074,0.0191055274781043
CRACR2B,11,828608,0.0191149486601369
CDH6,5,31267475,0.0191391208670242
KRTCAP2,1,155169462,0.0191579473411749
DOCK1,10,126977974,0.0191793755489711
RNASE10,14,20510482,0.0192330344904217
ZNF529,19,36546922,0.0192423348036537
SLC43A1,11,57485169,0.0192928011139856
MYO5B,18,49826502,0.0193179383126076
IRF1,5,132483984,0.0193181454762305
RGMA,15,93045033,0.0193478139060129
USP17L2,8,12137184,0.0193998792884488
ASB18,2,236194892,0.0194292966455687
TRIM64,11,89968654,0.0194924932058171
PFDN5,12,53295602,0.0194931918230429
FRZB,2,182834857,0.0195723783145799
HNRNPC,14,21211475,0.0195731679649598
MED7,5,157138737,0.0195846878801088
UBR3,2,169827513,0.0195947062485713
ACTG2,2,73902361,0.0196134342626785
ERCC1,19,45413555,0.0196182136466858
FHDC1,4,152943102,0.0196288441334983
DNAH10,12,123767607,0.0197088593233199
COX7A1,19,36150993,0.0197360441446013
C22orf42,22,32149541,0.0197575109788323
OR51Q1,11,5422217,0.0197676958201036
CYP21A2,6,32038491,0.0197840192124048
EPS8L3,1,109750688,0.0198372117347793
AKAP10,17,19909234,0.0199324871005492
AKAP3,12,4615768,0.0199494982239131
EFNA3,1,155078955,0.0200129771030523
COPE,19,18899908,0.0200232478617927
MROH8,20,37102730,0.0200490965531303
PEX26,22,18078404,0.0200792336683879
KCTD4,13,45193811,0.0202016832192906
TLK1,2,170996699,0.0203001266337912
SEBOX,17,28364468,0.0203155963550885
