SNP,Chromosome,Position,trait1
CPNE8,12,38653892,0.00156908334233785
RIMS4,20,44756141,0.00157204431322189
TYMP,22,50525778,0.00157458061797133
CLASP2,3,33498704,0.00161664800600347
NPR2,9,35792428,0.00167294332681445
SERPINB10,18,63915511,0.00168106629887865
ACP2,11,47240121,0.0017088682344395
LRRC14,8,144519750,0.00173249059120817
UCK2,1,165827849,0.00174123101585166
PRIMPOL,4,184657153,0.00179240946255821
MECR,1,29194030,0.00179627987905573
CLCN7,16,1446635,0.00181488795155516
EIF4E2,2,232550744,0.00186705515679353
ALKBH2,12,109088228,0.00190939137124013
KLRC1,12,10446571,0.00198087990813334
GABRD,1,2019430,0.00204412592843461
ZNF385A,12,54370272,0.00209997357631075
TRMO,9,97904741,0.00214289637715581
ACO2,22,41469172,0.00217574200347015
NOD2,16,50697264,0.002251486548276
CTSG,14,24573640,0.00225569104665235
GIF,11,59831680,0.00231587298880342
USP39,2,85612328,0.00232266670885872
HMCN2,9,130348550,0.00232315250697535
CD300LD,17,74580006,0.00233549839982794
EGLN3,14,33925901,0.00238348011107037
PIWIL4,11,94567526,0.0024021597777103
KIAA1324,1,109114184,0.00241991051867785
CASP5,11,104995751,0.00246639953137617
MRPS15,1,36455843,0.00249088766000372
ANKS4B,16,21233744,0.00256056514666902
STK17A,7,43583266,0.00256760224240959
C6orf201,6,4087642,0.00259957298074909
SEC14L3,22,30460044,0.00259962980293138
DZANK1,20,18384403,0.00260516738367844
C11orf42,11,6205619,0.00260759516483389
KCNK15,20,44745912,0.00261389696352332
PDE9A,21,42653828,0.00261631602813939
DCDC2,6,24174738,0.00263099959830715
ZNF582,19,56383893,0.00265273981625513
NTN1,17,9022379,0.00271253572082086
AHNAK,11,62491776,0.0027162081768618
REP15,12,27696572,0.00272185252326418
MAP2K4,17,12020888,0.00276954493770176
DEFB116,20,31303227,0.002807189676303
SYNE4,19,36003356,0.00282318074552013
RARG,12,53211710,0.00283171558129891
LCA5,6,79487041,0.00285112251849773
PLOD3,7,101206313,0.0028784776356533
HBP1,7,107169020,0.00289128349075785
GPAT4,8,41599173,0.00289267755256373
FAM49A,2,16552937,0.00295297462078725
R3HDML,20,44337171,0.00297901394058531
NUDT21,16,56434795,0.0030064062557762
PCDHGA5,5,141364344,0.00304727908500046
LRTOMT,11,72089093,0.00306543010794669
PGA5,11,61248420,0.00308650552857059
NKX3-2,4,13542059,0.00316561298415374
SNX27,1,151612202,0.00317405016474914
ZBTB18,1,244053861,0.00318401694820958
PRSS53,16,31083796,0.00325417777227599
BPIFB2,20,33008596,0.00326010850120095
HIST1H1B,6,27866851,0.00327486526106002
GLOD4,17,760178,0.0033040791102964
COA3,17,42798065,0.00334943705062896
CCDC169-SOHLH2;SOHLH2,13,36170538,0.00336177808692528
CLECL1,12,9716769,0.00338024790556557
CYP2D6,22,42126587,0.00338462153162333
UROD,1,45012913,0.00341854741120851
TRABD,22,50193090,0.00344688995808418
CMYA5,5,79689947,0.00347232790098062
FAM86B2,8,12425914,0.00356029183363049
GABRB3,15,26547873,0.00358269688162349
B3GNTL1,17,83035060,0.00359086755071236
ORMDL3,17,39922553,0.00361786218428173
KDM8,16,27204142,0.00362783401001154
ABCF3,3,184186208,0.00365147861425541
TMEM241,18,23298060,0.00367179315768917
PRSS35,6,83523452,0.00368053694215942
TTC25,17,41930725,0.00369202440444305
CLCN6,1,11806269,0.00374706689576798
IZUMO3,9,24543243,0.00375183473485485
SLAIN2,4,48341746,0.00376441864913613
AMBRA1,11,46397460,0.00387606396147788
NCAPH2,22,50508352,0.00390455712485649
PTGES2,9,128121131,0.00394982444470715
ANXA6,5,151101461,0.00400580426528252
KCNJ6,21,37625212,0.00400581917446186
CRYZL1,21,33589830,0.00403182073555597
IFNL2,19,39268683,0.00405785535657366
CREB3L2,7,137880508,0.00405898897256984
ANAPC1,2,111769367,0.00408232090584681
NMBR,6,142075673,0.00409433879972532
ZNF442,19,12349703,0.00410955722099715
FAM83C,20,35286542,0.00414638152798452
RYR3,15,33311056,0.00424979197327824
HAUS3,4,2231955,0.00430714270022903
KRTAP15-1,21,30440330,0.00436381113771578
THBS1,15,39581924,0.00445340805725991
TMEM42,3,44861928,0.00449305332745997
ZNF527,19,37374205,0.0045190883455074
KPNA5,6,116689322,0.00453332630023306
GGA1,22,37608900,0.00454174622349135
ZNF579,19,55577965,0.00458082721799136
SOCS3,17,78358450,0.00462029657919183
PDE4DIP,1,148889503,0.00462121774368063
CEBPE,14,23117517,0.00462503213203269
TECTB,10,112283742,0.00466220573625409
ASS1,9,130452242,0.00466478486575428
MAATS1,3,119703107,0.00477603000912064
ADORA3;TMIGD3,1,111503009,0.00478801261039885
NKX2-5,5,173232682,0.00485753156226476
HIST1H1A,6,26017093,0.00495194159614576
CHMP2A,19,58551660,0.00498304658574755
WNT8B,10,100479054,0.00503612262743125
METTL8,2,171324180,0.00516876152305468
B4GALNT3,12,460390,0.0051801203580577
OR11G2,14,20197371,0.00520958213936251
FKBP1A,20,1370031,0.00530324467071353
SPIRE2,16,89828551,0.00530444004704
OR52B6,11,5580893,0.00532301478940433
MBNL2,13,97276242,0.00532370106054847
POLR2K,8,100151371,0.0053902465344976
ZNF621,3,40525841,0.00539381040475884
WNT10A,2,218880998,0.00540462912197992
IGSF10,3,151436702,0.00543584515136875
LGI1,10,93758197,0.00547077735139812
PRELID2,5,145764952,0.00548339447376944
KRTAP4-9,17,41105390,0.00548392687311938
SDE2,1,225985325,0.00553515192189835
SLC2A6,9,133472025,0.00553734807471973
CHURC1;CHURC1-FNTB,14,64914425,0.0055457779181235
GRPEL1,4,7060872,0.00557215310343384
TBL1XR1,3,177025506,0.00560189081237394
ABT1,6,26596983,0.00561104365360177
KRT32,17,41460117,0.00562688684325574
FANCF,11,22624724,0.00567179258026851
POM121L2,6,27309067,0.00569315498789291
ESRRG,1,216507016,0.00569492731834864
TMEM33,4,41935519,0.0057742121280735
RREB1,6,7181916,0.00582776568567578
TNFAIP1,17,28339526,0.00587526243071368
SFT2D1,6,166324546,0.0059853446731073
FDX1,11,110430149,0.00600082689063564
MOB3B,9,27330597,0.00605080204712305
TPCN1,12,113226818,0.00608185231516567
KNTC1,12,122530073,0.00613504613802063
SMIM21,18,75410861,0.00614597181340526
TOMM22,22,38682007,0.0061609877673211
GJB7,6,87284261,0.00622168507456711
NOX3,6,155396870,0.00627309096196449
AGMAT,1,15573718,0.00627662347068902
RTP2,3,187698499,0.00628779426477855
SERPINI2,3,167442131,0.00633875096430725
FAM83D,20,38926443,0.00634184278452765
KCNH7,2,162371840,0.00638681701250876
MYDGF,19,4658018,0.00641826728272965
SLA2,20,36613889,0.00645085361789699
OR4D11,11,59503595,0.00647438276972601
NTMT1,9,129632711,0.00651048650071073
CDCA8,1,37692694,0.00652680383780191
ASH2L,8,38105557,0.00653152922559486
RXFP4,1,155941726,0.00655680303359674
TRIM3,11,6449038,0.00661081590900647
CCDC114,19,48296990,0.00669337504924372
NAP1L5,4,88697212,0.00675311849866322
TRIP12,2,229767610,0.00676245088834004
DCTN6,8,30175099,0.0067872545594172
TTC27,2,32628325,0.00681926282871936
ZNF806,2,132309318,0.0068357463197416
FBXO18,10,5895088,0.00685029424683503
SGMS1,10,50307161,0.00686720982454414
ZNF23,16,71448178,0.00688783283906569
ZNF687,1,151286359,0.00699742532143244
TUBA3C,13,19173863,0.006998699718197
IFI44L,1,78627961,0.00702030954022514
ID4,6,19837779,0.00705844308559
ARHGEF10L,1,17587460,0.00708744336804912
CHN2,7,29146584,0.00715450832306597
CCAR1,10,68722521,0.00724636026857206
ZNF155,19,43990066,0.00726375162937654
TNFSF12,17,7557118,0.00745096736070694
TMPRSS13,11,117902243,0.00748458224082005
CTDSP2,12,57823637,0.00759443676695792
DISP2,15,40358332,0.00759856592408548
ATF6,1,161766361,0.00762199243247552
FAM192A,16,57154301,0.00767305443954813
TJP3,19,3728427,0.00768469324409105
PTMA,2,231708732,0.0078077947161358
SNTB2,16,69245613,0.00783311708485801
SDCBP,8,58565025,0.00783936134369634
TAAR6,6,132570329,0.00783972106602848
PIPOX,17,29043226,0.00784136700990867
CDK7,5,69234988,0.00784654477849522
EHD2,19,47716614,0.00789757640711952
USP16,21,29027914,0.00789826802140559
TUBB4B,9,137241362,0.00792077490286214
LRRC18,10,48910247,0.00792242362148077
MTHFD2L,4,74158139,0.00797252832875972
WNT6,2,218860045,0.0079948452487375
C5orf51,5,41904372,0.007995927014533
ACVR1,2,157737568,0.00802480856616206
SMYD2,1,214281256,0.00809062084815504
AP3S2,15,89893886,0.0081086968799613
TIMP3,22,32802081,0.00812844114753364
THUMPD1,16,20736920,0.00822449173640438
INHBC,12,57434956,0.00823414942108469
TRPM2,21,44353707,0.00825464805120413
MOB1B,4,70902538,0.00827263640742482
LMNA,1,156114938,0.0083249854941968
RPL35A,3,197951268,0.0083899674104525
FOLH1B,11,89669431,0.00839561014202816
PAX7,1,18631608,0.00847179586686253
NTSR2,2,11658496,0.00863068830817881
MTOR,1,11108254,0.00867091740267334
CAV3,3,8733913,0.00871845938930527
ZSCAN26,6,28271962,0.00875214897675758
TIRAP,11,126290905,0.00875668405160668
UBE2B,5,134371600,0.0087779683581275
C14orf166,14,51989647,0.00882852544258494
MT1G,16,56666884,0.00885602525334173
RGPD4,2,107827021,0.00894075355612656
SLTM,15,58880012,0.00895318513009447
PRICKLE1,12,42459919,0.00896142928670163
RGL4,22,23692076,0.00899109806502607
RCC1,1,28529879,0.00900023403077577
TYMS,18,657752,0.00903485994363129
RPS14,5,150444339,0.00907327325131135
DNAI2,17,74281819,0.00907861737723137
RINT1,7,105532328,0.00909892417787073
PCMT1,6,149749730,0.0091004791570416
GPR18,13,99254896,0.00910133644943101
HPGDS,4,94299490,0.00929295839687894
SLC35F3,1,233905088,0.00929646415602714
TLK1,2,170993928,0.00930637640821574
USP45,6,99435736,0.00942720565230537
MEIS3,19,47406490,0.00943254242741653
SLC10A1,14,69776306,0.00951381357073666
EDAR,2,108896942,0.00955715502940413
CPOX,3,98580687,0.00957609950021698
TRIM6-TRIM34,11,5632263,0.00961589960022469
TWNK,10,100988217,0.00964564334320694
CNPY3,6,42934481,0.00965494932230371
LRRC32,11,76659606,0.00970441967886049
METTL13,1,171781980,0.00971267243608842
PDLIM1,10,95237963,0.00977707934431715
RBM46,4,154796780,0.00979906191222968
MMP26,11,4988263,0.00980791749774235
CLPP,19,6361585,0.00983939783445886
SYNRG,17,37596227,0.00984983460758482
TACSTD2,1,58576189,0.00987145460408767
GRID2,4,92304713,0.00987185421485737
BOD1,5,173608265,0.0098799505244459
GPRIN1,5,176596851,0.00990769998938545
TMC6,17,78113148,0.00991786678591322
PDE4A,19,10416960,0.00991951923385714
DNM1L,12,32679379,0.00993144434431259
VRK1,14,96833478,0.00997263509874358
ATN1,12,6934011,0.00999942087112293
OR51I2,11,5453513,0.0100159183075813
TACR3,4,103589735,0.0100229620840272
ZNF462,9,106923435,0.010071483639027
GYPC,2,126656271,0.0100803644917027
TTC16,9,127716147,0.0100815010191911
KDM4E,11,95025589,0.0100893587604107
PSMB5,14,23026165,0.0101044673340276
OR4F21,8,166096,0.01014206926133
DCAF17,2,171434607,0.0101550271211984
PPIL6,6,109392823,0.0101653302128246
MAL,2,95025811,0.0101999052847725
FAM135A,6,70428361,0.0104329792434842
TMEM145,19,42313380,0.0104954321702782
IGDCC3,15,65328917,0.0105059825108771
C1D,2,68042926,0.0105230469149421
TSHZ2,20,53185659,0.0105359185427906
LOC100130370,17,81379725,0.0105772571056414
CDH6,5,31267475,0.0106156719503558
TAS2R60,7,143443481,0.0106555116983251
HACD1,10,17590371,0.0107790733600744
HCAR1,12,122729314,0.0107992322412527
ABCB11,2,168944642,0.0108509014796597
STXBP5L,3,120909590,0.0108554380820027
ZNF43,19,21808702,0.010871756270198
TSHZ3,19,31276564,0.0109453997236992
CDRT15,17,14235862,0.0109682801014253
INSM2,14,35534320,0.0109754056771052
SEL1L,14,81476984,0.0109945459507941
SLC2A14,12,7814324,0.0110003294822045
GDPD5,11,75435512,0.0110047095901571
TMEM253,14,21101386,0.0110244904691373
CCDC38,12,95867081,0.0110753598651459
CHRM4,11,46385128,0.011151897820577
RSAD1,17,50478895,0.0111548575181661
VDR,12,47844814,0.0111637376823344
CPEB3,10,92052222,0.0111727342311656
BGLAP;PMF1-BGLAP,1,156242567,0.0111946461530753
CD300LG,17,43847220,0.0112150179644865
GLE1,9,128504810,0.0112366424581457
VTI1A,10,112447375,0.0112651568109601
GRM4,6,34028125,0.0113628143258092
CHMP4B,20,33811481,0.0114385438707801
TBKBP1,17,47696120,0.0114795274686259
IFRD2,3,50288207,0.0114876010330714
RELA,11,65654390,0.0115324833134177
HS3ST3B1,17,14301523,0.0115575725383765
UBE2Z,17,48908514,0.011592981415763
UTP6,17,31863384,0.0116049809325378
KAT5,11,65712285,0.0116698649427095
LDB3,10,86668726,0.0116820854197993
FBXO34,14,55350431,0.0117535637717807
MRPL42,12,93476987,0.0117718814218264
CDCA4,14,105011230,0.0118124959467062
OAZ2,15,64688708,0.011874858164968
ZFP14,19,36340255,0.0120061471213996
TMEM60,7,77794036,0.0120177191887856
SCAND1,20,35953765,0.0121406036899657
LIPF,10,88667327,0.0121576297760263
PPP4C,16,30076436,0.012165233952411
TUBA8,22,18121488,0.0122418967988287
LVRN,5,115962635,0.01229546733005
PAQR7,1,25862827,0.012303817448481
DHRS3,1,12568347,0.0123165464752428
TNRC6B,22,40125858,0.0123240641220417
PPIE,1,39740237,0.0125305683109849
FAM214A,15,52582152,0.0125922734389258
TMEM212,3,171843386,0.0126182660311308
IRF9,14,24162152,0.0127076496463818
PIK3C2G,12,18282101,0.0127763815780709
SIX1,14,60646325,0.0127822800387389
DOK2,8,21909318,0.0128579298351565
PPP1CB,2,28752155,0.0129025163803633
CSRNP2,12,51063759,0.0129088283598893
ABCC10,6,43427979,0.0129561105277969
ZNF556,19,2873515,0.0129828297832006
NKX2-1,14,36517347,0.0129981699443552
USP31,16,23068060,0.0130592758125101
SURF2,9,133356593,0.0131077610300665
DAP,5,10680738,0.0131443199735189
PRPH2,6,42698309,0.013248034906306
STRA8,7,135231979,0.0133550032995223
LILRB1,19,54631587,0.0133924756848748
SEMA3D,7,84999496,0.0134437725962918
IFITM5,11,298515,0.0135145727656263
MIA,19,40775549,0.0135598487648229
ARHGAP11B,15,30635599,0.0136463253183359
ANTXR1,2,69013519,0.0137301477159665
TMEM65,8,124313964,0.0137490942251873
NEIL3,4,177309954,0.013781031060722
CCDC87,11,66590524,0.0138331591755633
LGALS12,11,63506436,0.0138666974763604
TBCD,17,82752207,0.013890350855098
CDR2,16,22346978,0.0138927192629595
GTF2H2;GTF2H2C;GTF2H2C_2,5,71042222,0.0139213309473968
UBLCP1,5,159269013,0.0139487527843113
PBXIP1,1,154945031,0.0140391313303388
PAPOLA,14,96520090,0.0140597469820016
KCNK6,19,38319955,0.0140686760189787
PMP22,17,15230919,0.0140706980404811
SLC25A18,22,17579957,0.0141140859203953
RPL27,17,42998765,0.0141268062887251
PTX3,3,157436962,0.0141612358456653
SMG7,1,183472625,0.0141670470806144
CFAP58,10,104358359,0.0142023675544036
TCHH,1,152107434,0.0142353322226086
ANKEF1,20,10038304,0.0143285643550386
MAP2K6,17,69505839,0.0143300681672218
FNTA,8,43056348,0.0143981704896763
AGGF1,5,77030767,0.0144476568469188
PCCB,3,136250380,0.0145132116188278
SSTR1,14,38209400,0.0145392128723251
VAT1L,16,77788699,0.0145804825480739
SHPRH,6,145886765,0.0145817547721685
TOM1,22,35317878,0.0146112462179935
RBBP5,1,205094896,0.0146257140383046
NUF2,1,163326106,0.0146356478024717
KCTD11,17,7352971,0.0146460966674977
IFNG,12,68155369,0.0146742634946945
UBE2L3,22,21567768,0.014746730136078
SLC7A13,8,86214418,0.0147591926907106
TRAT1,3,108830682,0.0147775382900408
KIF18A,11,28021201,0.0147833821779514
KCNS2,8,98427998,0.0148030210026078
CHTF8,16,69120442,0.0148449886831233
GTPBP3,19,17335006,0.0148685628776392
YARS,1,32775994,0.0149212143830904
SNAP25,20,10275498,0.0149596900344222
ZSCAN32,16,3382863,0.0150670740087762
LRRK1,15,100924636,0.015177844227406
BOC,3,113249805,0.0151931031200691
PATE3,11,125788180,0.0152323241848904
ATF7IP,12,14385384,0.0152375010564737
C1QL4,12,49333061,0.0152802796763841
LYPD5,19,43797595,0.0153021121248277
EYA1,8,71215414,0.0154447135801279
DNAJC14,12,55822066,0.0156074994022409
CCL24,7,75811828,0.0156201095579378
MTPN,7,135929958,0.0156835420009324
SNX32,11,65834084,0.0156926850956014
ARPP19,15,52551978,0.0156959106183334
PPM1A,14,60245869,0.0157179426801851
DSN1,20,36752817,0.015724793261035
RGS6,14,71964805,0.0157275427275579
UST,6,148747431,0.0157380448133626
LACTBL1,1,22953053,0.0157615787385923
EPS8L3,1,109750396,0.0157629669940065
DBI,2,119367065,0.015834359419187
C3orf33,3,155763521,0.015835097830168
MAGI1,3,65356413,0.0159572237636383
PANK1,10,89588699,0.0160056947121199
OGN,9,92385623,0.0160486044066163
NCR3LG1,11,17351974,0.016069240800012
FOXI3,2,88448215,0.0160859607470643
LRCH1,13,46553448,0.0160875225717756
PRTG,15,55620017,0.0161000591949543
KIAA1456,8,13006214,0.0161169831978043
ZMAT2,5,140700820,0.0161351679577357
SIAH3,13,45783417,0.0161391881093026
SPECC1,17,20096655,0.0161462396864098
CEP295,11,93666796,0.0161928489505324
ALPPL2,2,232406895,0.0162257803306126
GOT1L1,8,37934295,0.0162377256568753
HNRNPH1,5,179616153,0.0162908264167717
SPN,16,29663751,0.0163370850843829
RHOBTB2,8,22994608,0.0163455153941366
RIPPLY3,21,37006815,0.0163686951257539
C1orf186,1,206097834,0.0163787848267357
LIPJ,10,88591378,0.0164993118455962
NHLH2,1,115837999,0.0166161402199554
GALNT14,2,30910921,0.0166339979138405
LRRC25,19,18391998,0.0166489221306704
HSP90AB1,6,44248633,0.0167998406543605
WBP1L,10,102744082,0.0168246580808421
HSD3B7,16,30985660,0.0169027646480066
ATG2A,11,64894978,0.0169078941677644
IL18BP,11,72000003,0.0169671093918196
RBM8A,1,145925896,0.0170116996818367
WBP2NL,22,41998831,0.0170301537984404
ZNF30,19,34929955,0.0171809142765895
MYH10,17,8475836,0.0172891207730993
SSTR3,22,37206563,0.0173126337557671
KYAT1,9,128833625,0.0173742001983833
MAT2A,2,85539298,0.0174222953483086
ASB18,2,236194892,0.0175599094174491
COL18A1,21,45405380,0.0175806876164203
OR2G6,1,248521655,0.0176979550729233
ZNF521,18,25062739,0.0177056973043144
F5,1,169514326,0.017733989692037
PTPRM,18,7567829,0.0177350501510842
DNAJC24,11,31370806,0.0177852660474938
HSD17B1,17,42552940,0.0178070683924025
GABARAP,17,7240882,0.0178359064203437
CYP4A11,1,46930140,0.0178581310777814
BID,22,17735587,0.0178827405449494
BTBD2,19,1986508,0.017964868406632
KREMEN1,22,29094273,0.0179654414062536
TSPAN18,11,44906426,0.0179898875822072
DAGLA,11,61720162,0.0180070616075683
TCTEX1D4,1,44806011,0.0180580195059282
UVSSA,4,1348093,0.0181042265016126
DPH6,15,35372151,0.0181384695810695
FGFBP1,4,15935939,0.0181583607082371
C18orf8,18,23503619,0.0182186731365339
COL26A1,7,101363054,0.0182531760198282
TPMT,6,18130694,0.0183036192908005
TIE1,1,43301082,0.0183183162140205
ADK,10,74151289,0.0183377764802112
KCNK7,11,65593009,0.0183929552344956
ADAMTS5,21,26924058,0.0184022199330055
SLC44A1,9,105244878,0.0184505368349471
RASGRP1,15,38490558,0.0185072302647115
REC114,15,73443192,0.0185206866173439
CENPC,4,67472609,0.0185604644575609
C8orf89,8,73241461,0.0186203509916512
REXO2,11,114439537,0.0186208380200291
ZDHHC23,3,113948809,0.0187376958520497
RPL27A,11,8683247,0.0188189717832288
ZNF219,14,21090562,0.0188356361499193
MFAP2,1,16974951,0.0188668896581868
ACTR1A,10,102480864,0.0188823013582968
MKKS,20,10405249,0.0188828896300954
ABHD17A,19,1877240,0.0190480655549439
MAFA,8,143429352,0.0191062497103234
PGBD4,15,34102535,0.0191355933077211
SMTNL1,11,57542672,0.0191383373834264
LOC100289561,7,102366069,0.0191856826567335
ACO1,9,32405522,0.0192082473319926
FRMD4B,3,69171959,0.0192773493538585
ZSCAN22,19,58334894,0.0193619016149922
EFCAB11,14,89797274,0.0194225092238944
MYL6,12,56158404,0.0194494577871908
ESRRA,11,64307210,0.0195291761403292
SLC22A31,16,89196009,0.0195378192160612
SPSB1,1,9355916,0.0196049906097763
PTGDR,14,52267815,0.0197254980829511
RPN2,20,37184203,0.0197534442044784
TACC3,4,1723432,0.0199292840219126
FLI1,11,128758139,0.0200503662120027
KRTAP4-1,17,41184433,0.0200529468124823
CNPY2,12,56310562,0.0200601648440005
SMNDC1,10,110294197,0.0201267277685341
KLHL24,3,183650360,0.0202720792766636
KDM3B,5,138352858,0.0203337877955009
ZSWIM5,1,45018464,0.0203779572863447
SYVN1,11,65128387,0.0204051658350888
TCF21,6,133889438,0.020491173210077
SNX18,5,54517986,0.0205021352672231
TMEM63A,1,225847074,0.0205826296591103
MUC16,19,8848934,0.0206384516264041
MVD,16,88652536,0.0206986526802775
HNRNPF,10,43386657,0.0207602741082985
OR56A3,11,5947360,0.0208091204465793
UCN,2,27307528,0.0208608098367541
FAM159B,5,64690625,0.0209075933990943
CD36,7,80646753,0.0209114953790824
PLAA,9,26905525,0.0210089925315718
SLC6A13,12,220950,0.0210253911310917
PARP10,8,143977500,0.0211584603218835
CYC1,8,144095110,0.0211654568048757
UBXN6,19,4445517,0.0212360219945434
PHLDA3,1,201468417,0.021379118483847
PBLD,10,68284190,0.0214238796762013
CEP104,1,3815407,0.0214538038110224
S100A7,1,153457809,0.0215500008866905
ENPP1,6,131808061,0.0216042158582129
PROC,2,127419994,0.0216078397189918
LRRC23,12,6905634,0.0217918518115664
ZNF444,19,56146958,0.0218039512181862
MAP2,2,209653183,0.021864844682165
WNT11,11,76187072,0.0219095595913206
S100A12,1,153373845,0.0220310801834103
REM2,14,22883313,0.0220755682659398
DIRC2,3,122795241,0.0221101878738628
PLAC8,4,83094697,0.0221343152863048
TP53TG3D,16,32253357,0.022143505302212
DOCK8,9,271715,0.022189208630363
INPP1,2,190360118,0.0221931130367964
THEM6,8,142727357,0.0223095002766093
PTGS2,1,186674396,0.0223544594620807
EPHA6,3,96814629,0.0224551487661473
GLRX5,14,95535103,0.0225777855605684
LAMTOR1,11,72097860,0.0226219158731795
MED25,19,49818345,0.022668697211611
C20orf24;TGIF2-C20orf24,20,36607770,0.0226718951595032
RINL,19,38869114,0.0226847375934672
PHF2,9,93576796,0.022717559585852
FXR1,3,180912698,0.0227575733890729
ZP1,11,60867601,0.0227955451030475
MT4,16,56565129,0.0228128202663396
SLC41A1,1,205791541,0.0228263137014711
THYN1,11,134248462,0.0228867216922205
TMEM51,1,15215088,0.022890559101607
SLX4,16,3582346,0.0229107587404724
PPP1R1A,12,54580945,0.0229247623363197
NAT8B,2,73700629,0.023254047890531
WFDC2,20,45469782,0.0233247246621222
ADAM12,10,126017280,0.0233385324968144
ALPP,2,232378818,0.0233577904164268
C11orf21,11,2299458,0.0233640469653662
IGF2BP1,17,48997773,0.0233792679609747
RSPH10B;RSPH10B2,7,5926369,0.0234217716940119
LRRC42,1,53952009,0.0234222074037025
RGP1,9,35749789,0.0234669306218979
AP4E1,15,50908792,0.0235009809742921
MAPK10,4,86017191,0.023600548651154
SLC17A2,6,25913296,0.0236133051442353
KHDC1,6,73241557,0.0236173444675645
DIO1,1,53894235,0.023720198230154
LRRC30,18,7231161,0.023816173562585
EN1,2,118842967,0.0238847867000292
OLIG1,21,33070301,0.0239078368823433
POLR2D,2,127850593,0.0239284968742328
MRPL21,11,68891344,0.0239750987617912
RNF19B,1,32936811,0.023978032449717
SCPEP1,17,56978161,0.0240134326463994
PID1,2,229025636,0.024209785979078
SIGLEC7,19,51142370,0.0242470568093357
SAFB,19,5623215,0.0243163647119753
LIMCH1,4,41360895,0.0243177652504761
P2RX2,12,132618847,0.02437747239201
GTF2IRD1,7,74508108,0.0245003299397335
LMBR1,7,156684139,0.0245104291625855
PLEC,8,143916184,0.0245285507816096
WFDC10B,20,45684844,0.024533153695441
NTF3,12,5494251,0.0246305728533958
HSCB,22,28742102,0.0246592365581975
CRYBA2,2,218990253,0.0247523037555927
STON1-GTF2A1L,2,48776284,0.0249745582135262
C10orf90,10,126425871,0.025055255012331
CTSV,9,97032984,0.0251081191801719
GPR39,2,132417052,0.0251356568600422
TNNC2,20,45823356,0.0251790234443799
KRTAP9-1,17,41189894,0.0254039365690667
