SNP,Chromosome,Position,trait1
CDC42SE2,5,131359531,0.00306250580876621
CORT,1,10450233,0.0030795611055533
SUZ12,17,31937299,0.00310025789878576
TMEM69,1,45691075,0.00345537901335768
ATP6V1G1,9,114587843,0.00349449907051891
MTG1,10,133394221,0.00358623726480356
C11orf84,11,63813699,0.0036113737355935
RGPD5;RGPD6;RGPD8,2,109794476,0.0036920428758267
CHMP2B,3,87227523,0.00369522723107363
TMEM215,9,32784195,0.0037661814942318
FOXD4L1,2,113499257,0.00387778264405969
GALNT14,2,30910902,0.00388750015478689
TRIM51,11,55885455,0.00402182753512714
RAB10,2,26109797,0.0040577089030055
CALCB,11,15074719,0.004091079071742
GPX6,6,28504322,0.00409676198999342
AOC2,17,42844627,0.00414154105068076
U2SURP,3,143001639,0.00421626844369227
NUDCD3,7,44386021,0.00427356864075623
CCDC58,3,122359889,0.00427723561098503
PPP1R42,8,66988385,0.00441027156699514
ANKRD65,1,1419108,0.00443519575762708
NNAT,20,37521348,0.00457134305111317
SLC41A3,3,126006423,0.0047271055027388
C1orf27,1,186379812,0.00478130566908241
CRNKL1,20,20036209,0.00480952859619088
NAMPT,7,106251108,0.0048493195134699
ZNF239,10,43556707,0.00489575064021663
ACOX3,4,8366971,0.00496095137722918
INTS2,17,61867565,0.00496369192740642
FETUB,3,186640479,0.00498463027190066
TANC2,17,63009606,0.00502093855480468
ZNF596,8,242891,0.00515639369708742
FNIP2,4,158769216,0.00517234716169734
KDM4A,1,43653219,0.00523861894069233
GIP,17,48958711,0.00525113709715708
KRT86,12,52301920,0.00532493168520809
MBIP,14,36299118,0.00537083924315074
FAM173A,16,721275,0.00541491451364662
ST7,7,116953551,0.00543112380956456
STPG3-AS1,9,137251368,0.00543947173598225
MROH9,1,170958462,0.00545374361143058
GUCY2D,17,8003048,0.00547629896381407
C16orf72,16,9092055,0.00551287287235935
EIF3M,11,32587024,0.00556121171892687
FOXF1,16,86510583,0.00557767686037236
PDCL,9,122820102,0.00568063309724998
SOD3,4,24799532,0.00570266023612542
FAM107A,3,58566593,0.00575775598997685
TCF23,2,27149153,0.00579347422226095
TMEM89,3,48620846,0.00584938328144025
MCOLN3,1,85019165,0.00590075823413638
NOCT,4,139016001,0.0059106709186576
TRAPPC13,5,65625074,0.0059340286111248
NIF3L1,2,200891952,0.00598567582832321
MMRN1,4,89894981,0.00599598551267055
FCGR2A,1,161505535,0.00603729813999443
GRIN2B,12,13562829,0.00605653152584495
ACSS3,12,81078133,0.00618832520929724
CEP350,1,179986231,0.00626647721711948
BTF3L4,1,52059866,0.00631972106433987
STK16,2,219246006,0.00640398998638103
TMEM155,4,121760299,0.00645007718495905
FAM189A1,15,29123440,0.00645057709765906
OPTN,10,13109124,0.00653502388946825
TMC3,15,81332445,0.00671714419614011
GRK1,13,113667408,0.00672960885584717
SH3D21,1,36306423,0.00673100457435161
DISP2,15,40358332,0.00673549493808234
ZNF93,19,19915283,0.0067682752257755
RSPO4,20,960371,0.00690697425422582
F13A1,6,6145642,0.00694681209074599
RCAN3,1,24514392,0.00711779670722534
BRICD5,16,2209373,0.00712870834631663
CPM,12,68856483,0.00714323290595398
CRADD,12,93678782,0.00714657251413631
PRSS55,8,10525593,0.00715815610632053
C20orf194,20,3252603,0.00716183111006419
NUDT16L1,16,4693733,0.00723475888283431
TYSND1,10,70139940,0.00724878576475829
CYB561D1,1,109494144,0.00736591555819899
CMAS,12,22046311,0.00740467117125332
CCDC169;CCDC169-SOHLH2,13,36227356,0.00745176620256094
FANCC,9,95101712,0.00750198163642457
HMGN2,1,26473492,0.00753519817701831
DALRD3,3,49015604,0.0077468683336126
CPLX4,18,59296698,0.00778231273364327
PDCL3,2,100563070,0.00785428532801991
HTR3D,3,184031745,0.00787504588172039
MSX1,4,4859907,0.00791231493872624
C15orf61,15,67521250,0.00815803547159821
HOOK3,8,42897139,0.00817338504248655
PHF12,17,28906194,0.00817637246523606
PRMT7,16,68315996,0.00829506568654692
PDLIM3,4,185502313,0.00834473329390051
SPATA24,5,139396829,0.00835732650336418
TTC7B,14,90541376,0.00836690809467955
FKBP1A,20,1370031,0.00837339925734248
PET100,19,7629835,0.00837559616674766
MKRN2,3,12557151,0.00838203996853315
PNLIPRP1,10,116591130,0.00841667830732995
DNMT3B,20,32780116,0.00845718105764393
HTR1D,1,23193093,0.00866916259001071
ATP2A1,16,28878684,0.00869331166593734
RBBP6,16,24540652,0.00873063572787303
KIRREL2,19,35857150,0.00877851876732128
NFAT5,16,69566309,0.00882917040363829
UBA7,3,49805309,0.00890997360682066
REG3A,2,79157241,0.00891906475734061
TNFRSF10A,8,23191695,0.009005759504498
TIPARP,3,156677723,0.00904020367013136
PTPN9,15,75468783,0.00909359962167611
RPRM,2,153478270,0.0091354415651751
TADA1,1,166857571,0.00918113604501614
HTR2A,13,46834898,0.00920554591998834
SNTG1,8,50394259,0.00925087185385232
BMP3,4,81031373,0.00929220015597632
GGA3,17,75237466,0.00929513331243359
FAM120A,9,93451927,0.00935005183002435
BAD,11,64270216,0.00935738098506167
SYPL2,1,109466845,0.00949012844142993
ERVV-1,19,53014127,0.00951190114160183
MYL1,2,210291056,0.00951425312076015
CDRT15,17,14235862,0.00952449639724462
ARMS2,10,122454728,0.00954748637904657
TDP1,14,89963116,0.00958507070779491
COL4A1,13,110150367,0.0096834679588842
DYNC1H1,14,101964708,0.00969978719270648
HLTF,3,149032270,0.00970798626892666
TTC39C,18,24014873,0.00974217459850979
RBFOX3,17,79094483,0.00975131242235705
NR5A2,1,200027875,0.00975413382032597
CSPP1,8,67064399,0.00976797764110582
CCL1,17,34360561,0.00980227317899685
MMP1,11,102790413,0.00980556401815569
ASNS,7,97852275,0.00986909171441397
RPL12,9,127447724,0.0100325114654919
ACTG2,2,73901414,0.0100587401157737
RFK,9,76387403,0.010152605746084
SGO1,3,20161118,0.01031230906661
OR7G2,19,9102273,0.0103240152861149
CNFN,19,42387179,0.0103648947708481
TMPRSS9,19,2389787,0.0104597414623393
GPT,8,144504321,0.0104641061971802
STXBP3,1,108746773,0.0104781510291958
TFAM,10,58385548,0.0104819639815511
METTL27,7,73834762,0.0106861064564651
NFKBIB,19,38900040,0.0107389065643805
SASH1,6,148343068,0.0108625451862218
TAF12,1,28605383,0.010915770161697
FNDC11,20,63555683,0.0109622468567029
PRSS38,1,227815735,0.0109863329261649
YKT6,7,44201160,0.0111040533268908
TMEM88B,1,1426130,0.0111097497681322
LRRC14,8,144519738,0.0111354526937187
FGGY,1,59321551,0.0111427484153405
LRPAP1,4,3512988,0.0112643654749802
SPATA45,1,212835876,0.0112676094288093
LRRCC1,8,85107296,0.0113121190097393
GPER1,7,1091733,0.0113404095615792
HS1BP3,2,20619006,0.0113513007766733
TRIM62,1,33147178,0.0114770211428636
PLN,6,118558925,0.0115118443287308
OAZ1,19,2269603,0.0115580624972819
ADAMTS14,10,70672812,0.0115944023577247
AKAP1,17,57105481,0.0116278476449935
SRD5A2,2,31526198,0.0116892144284699
TRMT44,4,8440824,0.011695489915319
ZNF484,9,92846245,0.0118736003905009
INPPL1,11,72224988,0.0120960485872065
APOBEC1,12,7649551,0.0121846094452887
CABYR,18,24143114,0.0122308027647651
POLR2J3,7,102569835,0.012235903214555
PIGO,9,35089118,0.012330287692072
SLC38A11,2,164898468,0.0123919713021773
KIAA1109,4,122173087,0.0124781631304133
FPGT-TNNI3K,1,74464636,0.0124966469912874
JPT1,17,75136045,0.012521808873306
SIGIRR,11,405900,0.0125659199539191
LSM10,1,36393768,0.0126195910188877
RAMP3,7,45157854,0.012628217754544
TERF2,16,69356924,0.0126320682595299
OCA2,15,27755394,0.0126530591487305
SLIT1,10,97001114,0.0126696985258007
TAB2,6,149370014,0.0126795651081512
DNAH3,16,20933189,0.0127716034253121
EMP1,12,13211521,0.0128267011159811
CCDC146,7,77167677,0.0129206126432143
SDR9C7,12,56923864,0.0129421485026819
ZNF227,19,44217799,0.0129628311156673
TIMM23B,10,49945062,0.0130790433746842
RLF,1,40161409,0.0131225964415868
EFHC1,6,52420411,0.0132262033616105
MUC5AC,11,1158025,0.0134138179481036
TMEM165,4,55396230,0.0136096935324035
SLC52A1,17,5032983,0.0136166026088262
PLA2G6,22,38112165,0.0136215316200117
ARSJ,4,113902278,0.0137035426252485
GSG1L,16,27791375,0.0137356733659321
SMIM5,17,75640214,0.0137781694502458
CEACAM18,19,51478668,0.0138245345781772
MBLAC1,7,100127421,0.0138561093605295
SLC1A2,11,35260925,0.0140113258349572
CWC27,5,64769160,0.0140550033062705
SERINC5,5,80143670,0.0140733629339126
TGIF1,18,3447750,0.0141015848689662
MSRB1,16,1939123,0.0141707370003211
TLR2,4,153702929,0.014258497583274
ACTL7B,9,108854691,0.0143322282996154
ENOX1,13,43214016,0.0143431020548994
XPOT,12,64410045,0.0143914640117379
HMG20A,15,77458410,0.0143924864949403
SNAPC3,9,15422883,0.0144009916622801
RHOBTB3,5,95731863,0.0144278086565456
PPP4R3B,2,55549925,0.0145437610787896
AGO3,1,35945740,0.0146396264483117
CNNM3,2,96816297,0.0146766669979981
S1PR5,19,10513832,0.0147363997364161
GRIA4,11,105611001,0.0147638507882192
NKAIN1,1,31181710,0.0147801935652851
HOXA6,7,27145661,0.0147959382543521
RAB11FIP5,2,73075528,0.0148498092728137
OPA3,19,45529084,0.0148949351258295
ARSA,22,50625149,0.0149719531016224
PARL,3,183829606,0.0149748609890539
TMEM68,8,55740189,0.0150629116234757
NR2E3,15,71810751,0.0150770308604335
ANKRD49,11,94496713,0.0150804245530352
FBXW4,10,101611291,0.0151088641271268
TAF1D,11,93736168,0.0151097280268052
SYNJ2,6,157981963,0.0152130606042814
NCOA3,20,47622279,0.0152696697711805
PFDN1,5,140245988,0.0153333977406219
ALDH8A1,6,134918415,0.0154170588930189
BORCS8-MEF2B;MEF2B,19,19145800,0.0154183408016477
SEMG1,20,45207054,0.0154403476805314
ABCA9,17,68975920,0.0154531527593218
NME4,16,397224,0.015557097764518
DAP,5,10680708,0.0156242248454418
CORO1A,16,30185232,0.0156266209732813
ISOC1,5,129094768,0.0156360619900825
MYBL2,20,43667284,0.0156554095088325
SLC45A3,1,205659238,0.0156715717940864
LMLN,3,197960222,0.0156866375512533
AKR1A1,1,45561799,0.0158149994445065
RETREG2,2,219178456,0.0158596896963281
MAEL,1,166989362,0.015867585213721
HENMT1,1,108648595,0.0158990048254952
FOLR1,11,72192174,0.0159409283996511
HOMER1,5,79376032,0.0159431979921157
C6orf62,6,24706150,0.0160557123765773
CHRNA1,2,174748153,0.0161816232731897
BPIFB2,20,33008585,0.0163616211008617
FGD2,6,37005828,0.0164941209256798
TMC8,17,78131566,0.0165042816650992
C5orf34,5,43486931,0.0165540871561198
COPS6,7,100088992,0.0165928312644554
TUSC2,3,50326129,0.0166896708718367
GFI1,1,92476048,0.0167013891163896
PHOSPHO1,17,49224251,0.016750238218543
CELF4,18,37253879,0.0168704664171847
NKIRAS2,17,42021602,0.0169299473071042
CDC25A,3,48158964,0.0169954810883598
TNK2,3,195864186,0.017005683455887
PPP1R15A,19,48873253,0.0171166876652868
CLEC18C,16,70174283,0.0171972374184046
MUSTN1;TMEM110-MUSTN1,3,52833329,0.0172323092175801
FCGR3B,1,161624546,0.0172562870281975
KDELR2,7,6462989,0.0173740473254788
PDE8A,15,84982176,0.017399251063308
PXT1,6,36391776,0.0175854243576756
OPLAH,8,144051345,0.0176142638122013
COL7A1,3,48564420,0.0177772899448326
GRAMD1C,3,113838910,0.017845090605868
KLRC1,12,10446571,0.0181439641932789
MAN2A2,15,90904262,0.0181805429559179
HSD17B13,4,87305219,0.0181894446162852
INPP5A,10,132538113,0.0182112188295032
ENDOU,12,47710831,0.0183198510885288
ATP8B3,19,1783039,0.0185171781842294
EXOC4,7,133253146,0.0185404990267135
RHO,3,129528767,0.0185931551427833
RNF126,19,648132,0.0186265032914151
OR4C16,11,55572141,0.0186275515676437
C11orf58,11,16738792,0.0186469952573537
KCTD18,2,200490102,0.0186952686212539
PACRG,6,162728252,0.0187516682136689
DGUOK,2,73926913,0.0190514735558822
VTI1A,10,112447375,0.019095061242965
HSBP1,16,83808085,0.0191354521998041
TBC1D10C,11,67404203,0.019157203497849
FIBCD1,9,130904069,0.0191752508687177
MDM4,1,204525571,0.0193431036608845
YPEL3,16,30092724,0.0193673868997029
AFDN,6,167827149,0.0193984884228418
ATXN7L3,17,44194271,0.019467868359292
C1RL,12,7096425,0.019512571658671
ADAM21,14,70457507,0.0195402501562989
KRT3,12,52790045,0.0195586153026786
NSMF,9,137449405,0.0197208721958941
ZDHHC4,7,6580563,0.0197328806070263
DEFB126,20,142633,0.0199823014540712
DENND1C,19,6467508,0.0199873504659178
CNEP1R1,16,50025316,0.020138556497821
AKR1C4,10,5196873,0.0201932611295654
COMMD10,5,116085057,0.0202975766388878
TRAK1,3,42091470,0.0203215573432752
BLOC1S2,10,100275472,0.0203986329438499
TRMT1L,1,185120035,0.0204267066653464
PKN2,1,88684593,0.0205072392361975
RPS6KL1,14,74907015,0.0205260931732575
THSD4,15,71141531,0.0205896405053753
C2orf76,2,119302497,0.0207658007036425
NPHP1,2,110123838,0.0208040975408623
TMEM218,11,125097632,0.0208404379774522
ARHGAP45,19,1066031,0.0208619582352467
UNC119,17,28547302,0.020916679940708
PXDC1,6,3723620,0.0209638432633906
URI1,19,29923709,0.0209735314083789
C8orf37,8,95247621,0.0210545219472635
ZBTB32,19,35714657,0.0211483390557492
C12orf56,12,64267190,0.0211594662311886
MRPS14,1,175014682,0.0211830233563443
ZKSCAN3,6,28359596,0.0212054291065286
PGLYRP3,1,153297958,0.0212473999983982
ZZZ3,1,77565659,0.0212712348424625
CABLES1,18,23135764,0.0213318361503145
LINGO1,15,77614079,0.021466673473635
DNM2,19,10718244,0.0214690730410669
TMC1,9,72648657,0.0214702843300567
CNOT2,12,70278231,0.0215225441913517
MED27,9,131860540,0.0215819421543881
POFUT2,21,45265519,0.0216043586818786
NLRP5,19,55999727,0.0216354537488221
HIF1AN,10,100535966,0.0216669315505363
KRTAP21-3,21,30718608,0.0216706099347639
ARL17A,17,46517180,0.0217352754945374
SLC39A8,4,102259456,0.0217405072648986
GRB10,7,50592965,0.0220307282371746
CEP104,1,3815407,0.0221849879959907
ALDH1A3,15,100879915,0.0222334572603993
SH3BGRL3,1,26280162,0.0223106750909506
MPZL1,1,167722165,0.0223714076019227
DYTN,2,206651832,0.0224088346255583
DEFB127,20,157557,0.0224185532457085
TMEM161B,5,88196216,0.0224776252097423
MRPS36,5,69228260,0.0224869128165932
RASGEF1A,10,43196260,0.0225009371788766
BIRC2,11,102349859,0.0227862094518902
PRSS48,4,151277174,0.0227912122069452
CHD6,20,41404595,0.0228567366204866
DIEXF,1,209828068,0.0228895314453476
THBS4,5,80035574,0.022947185024375
TBC1D2B,15,77998166,0.0229564081923086
GPR21,9,123034571,0.0230792592574361
C3orf38,3,88150159,0.0232070108168611
DYNC2LI1,2,43774140,0.0232917529607771
LPIN3,20,41345813,0.0233394131849888
ZNF621,3,40525841,0.0233809262796286
CHRNA3,15,78596626,0.0234157566414601
SIT1,9,35649884,0.0234499955492306
FSHB,11,30231918,0.0235579507104207
RALGPS2,1,178776805,0.0236669431514946
GALE,1,23795951,0.023680180166619
KRTAP10-4,21,44573763,0.0237107015593694
ZIK1,19,57584378,0.0237454083868801
GP1BB,22,19723570,0.0238727317832917
PSPC1,13,19703189,0.0239186513046411
RAB30,11,82982172,0.0241117476462586
BCO2,11,112175677,0.024215285188519
LOC645177,12,25004346,0.0242407848734393
KIAA2026,9,5919697,0.0242464293489176
SERPINC1,1,173903914,0.0242670467940975
TRNT1,3,3129057,0.0242703094058573
DHTKD1,10,12069034,0.0243618324860512
ERICH2,2,170777419,0.0244002931503151
AK2,1,33012119,0.0244489209533697
UBE2S,19,55401437,0.0244577761656735
HNRNPA1L2,13,52642496,0.024538810917468
TYW3,1,74733282,0.0245491233183586
ACPT,19,50790419,0.024614557993373
ZBTB38,3,141442436,0.0246519602640448
PPP2R5E,14,63376031,0.0248287551243729
KCNK16,6,39315024,0.0249475266978199
EPN2,17,19283124,0.0249541621675293
LYRM2,6,89637277,0.024961307354926
BUD23,7,73683626,0.0250642131894224
CD46,1,207752223,0.0252010028416106
JAK3,19,17826743,0.025268338706356
TRPC3,4,121879767,0.0254884347276497
SRSF5,14,69768191,0.0255337814008977
SRRM3,7,76235071,0.0255729803044867
C1orf100,1,244364713,0.025647825615697
APOL1,22,36254947,0.0256483202578022
TMEM39A,3,119432000,0.0256582629303407
EFEMP1,2,55867098,0.0256938740345674
PCDHA4,5,140807209,0.0257657966286181
BRD4,19,15238387,0.0258020597753514
PALM2;PALM2-AKAP2,9,109780489,0.0258408913412677
MAP3K5,6,136557775,0.025937457052964
UGP2,2,63842193,0.0259984451871029
DUSP23,1,159781107,0.0259992217067392
HNRNPUL2,11,62715303,0.0262277232858488
NFIX,19,12995863,0.0263590776654388
GMNC,3,190855305,0.0265894412584213
MERTK,2,111898740,0.0266246538433802
CFAP61,20,20056664,0.0266394276554834
ALG14,1,94983101,0.0269038811645889
ADAM28,8,24294150,0.0269358979237281
TTC27,2,32628303,0.0270193239739352
SLC22A10,11,63290166,0.027022117515314
GATD1,11,770994,0.0270739311763618
SCNN1B,16,23348606,0.0270927124685739
MYLIP,6,16129339,0.0270991586870891
GNG10,9,111661636,0.0271692158218558
MSH4,1,75796996,0.0271793705158024
THBS1,15,39581861,0.027179447838853
RGS9BP,19,32676273,0.0272328242481086
CEP120,5,123346517,0.0273107194613463
N4BP2L2,13,32438672,0.0273776046878687
CD300C,17,74541591,0.0275218386740899
PARG,10,49819368,0.0275618677334739
SMG9,19,43731609,0.0276072731312201
BRAT1,7,2538080,0.0276216838026141
NDUFB3,2,201078895,0.0277195401051484
NCAN,19,19216969,0.0277809372945486
KRT36,17,41486410,0.0277859423991754
PDCD7,15,65118734,0.0278624159707606
COMP,19,18782922,0.0279599891245883
HEXDC,17,82419825,0.0279681216440033
XPC,3,14145953,0.0280668816832833
ZNF705E,11,71816523,0.0281613372426796
P2RX4,12,121210171,0.0281951334280722
TBX1,22,19759655,0.0285565960216444
KCTD16,5,144206715,0.0285591596350196
PGK2,6,49785935,0.0286467631514937
C4orf47,4,185429419,0.0287166888019862
KLHL24,3,183650360,0.0287330467559139
PRG4,1,186296894,0.0287415529963472
LCMT2,15,43328446,0.0288003310775371
PCNT,21,46324231,0.0290307592095692
MAP4K2,11,64789559,0.02916986712928
DNAJC14,12,55821993,0.0291961893129864
RAB2B,14,21461212,0.029197328359739
AICDA,12,8604286,0.0292626765569807
GFOD2,16,67675165,0.0292693788293351
CHRM5,15,34062733,0.029308811156168
LSAMP,3,115810327,0.0293605095079813
SLC30A3,2,27255319,0.0293947638006801
PEX5L,3,179801878,0.0294566357702554
OXGR1,13,96986746,0.0295243444576856
MYO9A,15,71826588,0.0296957835359273
ADAM15,1,155051387,0.0298463097923283
LGALS7B,19,38790711,0.0298567624897725
BRD1,22,49774244,0.0299027393710352
ZFHX3,16,72787163,0.0299065125611095
TBCB,19,36115571,0.0299588808047618
PSMD12,17,67340860,0.0299596294894793
HDHD5,22,17138047,0.0300402649236988
NUDCD2,5,163453974,0.0300462563432695
FCF1,14,74713198,0.0301164102544895
CD320,19,8302509,0.0302083762516518
SWAP70,11,9664181,0.0302106588091386
CLU,8,27598461,0.0303252355423226
HIST1H2AG,6,27133072,0.0303473871526269
FZD3,8,28503020,0.0304119907601706
GPR148,2,130729170,0.0304344217202067
SLFN14,17,35548261,0.0304539275600761
HSD17B1,17,42552940,0.0304785696144438
CCDC81,11,86375237,0.0306782541575863
DEC1,9,115376704,0.0307425666542769
RRP8,11,6600153,0.03082939260146
SYNPO2L,10,73646735,0.0309131460236701
OR4S1,11,48306223,0.0309789027377466
OR2W5,1,247491137,0.0309946068175113
SET,9,128683900,0.0309968223979928
OR7A17,19,14880467,0.0310338843972673
PDLIM2,8,22578784,0.0310388011140785
GDI2,10,5766035,0.0310478598122816
APH1A,1,150266131,0.0311818284101859
FAHD2B,2,97083764,0.0313262207126361
TRUB2,9,128309560,0.0313452179761514
ZNF677,19,53236985,0.0313707042010869
NUF2,1,163326106,0.0313775363932203
KIAA1257,3,128910304,0.0314131736593091
ELFN2,22,37373085,0.0314184341211768
TMEM127,2,96253834,0.0314286893348491
DSCAM,21,40013057,0.0314413173307622
ARID4B,1,235168538,0.0314580946660967
GRIA1,5,153490907,0.0314740454273157
ATP1A2,1,160115869,0.0315347600331618
NEK9,14,75084618,0.0315721276725888
FKBP8,19,18532182,0.0316160450645859
TBX4,17,61456501,0.0316459709724208
TNC,9,115021165,0.0317269384851828
IL31,12,122172424,0.0317540875901751
SIKE1,1,114774284,0.0317758602894509
SENP3,17,7563090,0.0318397473911348
ZNF704,8,80641374,0.0319175983562865
RBP1,3,139517665,0.0319214007409637
SDHAF3,7,97117724,0.0319612437012927
TTYH3,7,2632162,0.0319876922410119
DNTT,10,96304499,0.0320047274113502
KDM4D,11,94997352,0.0320297335828944
FBXO8,4,174237422,0.0321625909737625
NPHS2,1,179551191,0.0323832099671519
PYCARD,16,31201586,0.0324260204569631
PTPN12,7,77537580,0.0324432121064895
IPO13,1,43947610,0.032482561889165
TRPV1,17,3566826,0.0326213176647785
TCP10L2,6,167172145,0.0327518954658166
ORAI2,7,102438958,0.0327587679457058
MRPL42,12,93476987,0.0327757652696427
SLC19A1,21,45514993,0.0328073275037509
INSR,19,7117066,0.0328822435621354
C19orf73,19,49118639,0.0329714470493121
NT5E,6,85450152,0.0330149782762106
RHBDL3,17,32266205,0.0331006630597235
DCLK2,4,150079038,0.0331030837280486
NLE1,17,35132441,0.033145390906183
RAB34,17,28714577,0.0331778849472171
C2orf16,2,27576583,0.033245007466253
ZNF619,3,40477964,0.0333246516147631
SENP6,6,75602532,0.0335529466102674
ARHGAP29,1,94173889,0.0336011873504667
ZBP1,20,57604589,0.0336046231906247
SNCA,4,89726632,0.0336515378909531
DBX1,11,20156234,0.0337914560104228
CPA4,7,130293185,0.0338078870146378
GVQW2,6,138727470,0.0338208881858691
EZH2,7,148807652,0.0338884336309989
PILRA,7,100373657,0.0339225427355572
PBRM1,3,52548089,0.0339261662276278
ATP6V1B2,8,20197410,0.0339688605384287
KCNT1,9,135702262,0.0340221697992248
LEFTY1,1,225886729,0.034034440901252
FAM219A,9,34400983,0.0340392478575169
DYNC2H1,11,103109584,0.0340404607814043
ZNF570,19,37467903,0.0340892254827752
TMED3,15,79311250,0.0341081124014653
EPB41L4A,5,112165009,0.0341471873073265
GABRG3,15,26971536,0.0341650041086239
MCL1,1,150577462,0.0342642501750112
RAG1,11,36573305,0.0343596747562136
SCAMP2,15,74845087,0.0343972757315756
CCNG1,5,163439262,0.0345362300131574
ETHE1,19,43506878,0.0345708937378413
UBQLN3,11,5507595,0.0347242343188415
POLR3C,1,145824530,0.0347420799100236
SEMA3C,7,80744894,0.034758188213611
CHRM4,11,46385128,0.0348532105019098
FOCAD,9,20715361,0.0348533866959125
SPRN,10,133423234,0.0348877397023015
RNASE7,14,21042999,0.034896004455571
TOMM20,1,235112069,0.0349035357809185
KCNA5,12,5044193,0.0349064547139518
DPAGT1,11,119097015,0.0349796113502161
PLEKHG4B,5,140209,0.0350134705701636
CHMP1A,16,89645916,0.0350822367205311
NPM2,8,22025295,0.0351586053522257
SPOCK2,10,72062767,0.0351727278866711
AKNA,9,114337061,0.0351791506536282
SFT2D3,2,127701533,0.0352084962646434
ENPP4,6,46139589,0.0352735716217469
SLC8A3,14,70045991,0.0353931259040066
CST8,20,23491669,0.0354081628213182
SSH2,17,29630872,0.0354707726976916
SGPP2,2,222424606,0.0355861077379428
TMEM189;TMEM189-UBE2V1,20,50127999,0.0356290531198316
LIPC,15,58432036,0.0356381371495068
TMEM59L,19,18612966,0.0356913187247754
FXYD5,19,35155552,0.0357041106860965
RFWD2,1,175947232,0.0357329873170342
C12orf73,12,103951527,0.0357627175795489
CTLA4,2,203867964,0.0358529977648218
GAS2L2,17,35744860,0.0359756252695896
ZNF480,19,52300482,0.0360222429861338
THUMPD3,3,9365071,0.0360263880542414
PLPP2,19,281404,0.0360869239967563
C19orf70,19,5678562,0.0360886387079925
