SNP,Chromosome,Position,trait1
TNFRSF21,6,47232784,0.00180055761413322
SLC13A1,7,123115555,0.00180847175978871
MYH2,17,10521314,0.00181867089281007
KLK13,19,51056633,0.00183114823166364
CR1,1,207496259,0.00187592127239988
ITGB4,17,75724717,0.00188203533299958
LRRC42,1,53952009,0.00188996054420265
NBEAL2,3,46988705,0.00190141813433009
RAB5A,3,19950914,0.00195475873910744
RAD23B,9,107283642,0.00201801625282638
FBXO6,1,11668750,0.0020522600263736
HAUS6,9,19056366,0.00212998716836987
CEP126,11,101915289,0.0021897122665594
TTC22,1,54781284,0.00221080190233358
TMPRSS11F,4,68053941,0.00226423787715835
CNOT8,5,154863330,0.00238105554363488
ADTRP,6,11714491,0.00238381538779942
CTSL,9,87727608,0.00240382556875751
OR11G2,14,20197371,0.00245903488857402
NUMB,14,73276595,0.00252824494201709
FBP1,9,94603403,0.00259910504604421
CEMIP,15,80873901,0.00270432504811324
TMEM87B,2,112055601,0.00272357133096768
OLR1,12,10159887,0.00272667522747128
ZNF331,19,53571730,0.00275123857344972
S100A2,1,153561447,0.00277708291568002
GNAI1,7,80135189,0.00279227267465798
SLC31A2,9,113151079,0.00283215066715803
USF1,1,161039928,0.00286031266619313
THBD,20,23047886,0.00286470826698992
ZNF233,19,44264365,0.00289945745028775
RABAC1,19,41956872,0.00294675440125136
HLCS,21,36754238,0.00296757525473113
ABL1,9,130714335,0.0030430734390634
CCDC140,2,222303906,0.00318384095766389
EDRF1,10,125719810,0.00319605206126472
PRDM8,4,80200094,0.00349633430874696
RALA,7,39686671,0.00367623602515987
UPF3A,13,114281664,0.00387085774136009
RBM14-RBM4;RBM4,11,66643527,0.00390498663346306
THUMPD3,3,9365087,0.00394596570449501
TBC1D13,9,128787355,0.00398234009395604
ONECUT1,15,52757580,0.00402227692561363
CCDC82,11,96353678,0.00402730113148531
SLC38A6,14,60981294,0.00403354600181949
PCDHGB5,5,141398135,0.00407184317666176
SLFN12L,17,35474948,0.00408790737273435
ARG1,6,131573286,0.0040954376519341
ERP27,12,14914780,0.00409732608723923
TMEM233,12,119593858,0.00413802929549378
APOL5,22,35726677,0.00417544455491259
FCGR2C,1,161589590,0.00424369795920876
PALB2,16,23603471,0.00424432053609414
COL18A1,21,45405380,0.00424513845341534
PRL,6,22287425,0.00427941405853804
DACT2,6,168294692,0.0042820297185967
FAM105A,5,14581911,0.00429958664593855
ABCA6,17,69078996,0.00436984840263277
GTPBP2,6,43621645,0.00443757347195417
SF3B2,11,66052392,0.0044724638497855
TTC4,1,54715909,0.00455236667903813
OR7C1,19,14799204,0.00459489312324923
PRDM15,21,41801254,0.00473536655057871
JUN,1,58782085,0.00473570230490883
WWC2,4,183099499,0.00481654808706944
SLC36A1,5,151458800,0.00485138377568217
KAZN,1,14599031,0.0049550883669075
TEKT2,1,36084950,0.00498739894049005
ALG2,9,99217957,0.00504048856749317
LARP7,4,112644730,0.00508934010137663
ATP1B2,17,7651536,0.00510906938939926
CRYBG1,6,106512381,0.00511085334396766
CDH9,5,26881188,0.00517588288354576
SLC25A48,5,135834848,0.00520888592509683
CNOT1,16,58520975,0.00537646921770796
OR52R1,11,4803465,0.00553976125736921
LCP2,5,170248707,0.0056026981106394
FASTKD5,20,3146795,0.0056377905074535
RAB11A,15,65877879,0.00582126367548785
SLC19A2,1,169465851,0.00586994471918589
GH1,17,63917332,0.00588259492178034
BCAM,19,44809135,0.00598734455749383
C14orf119,14,23097695,0.00605168406640844
SLC35G6,17,7481519,0.00612139279138246
TSACC,1,156339740,0.00612552616361528
NOG,17,56594236,0.00626588258210048
SPERT,13,45702392,0.00633280679948101
SRP14,15,40036338,0.00633281447661271
C10orf142,10,44292763,0.00638602061051985
BTBD8,1,92080572,0.00639667800376309
HAS2,8,121614128,0.00644409897871134
OR6C70,12,55469206,0.00644938845796617
IFIT1,10,89402295,0.00645641117902251
PLCL2,3,17009678,0.00646263012901505
SLPI,20,45253017,0.00652075442039746
FAM171A1,10,15212953,0.00663320913550047
DZIP1,13,95582257,0.00664382378187334
TMEM39B,1,32074957,0.00680137804819025
CCR9,3,45900825,0.00683409518175127
OAZ1,19,2269656,0.00689322207527499
NKAIN2,6,123804219,0.00693043230436852
MSANTD1,4,3249230,0.00695552332456639
CTU2,16,88706531,0.00701230330273128
STXBP2,19,7637156,0.00702429945956229
FAM151A,1,54609332,0.00713767717473379
LRFN5,14,41886630,0.0071895369727154
MEGF8,19,42326268,0.00724045031384257
TRPM3,9,70535996,0.00731446585095696
POU2F2,19,42091565,0.00734077788411935
RC3H1,1,173938767,0.00736676762889032
DCP1B,12,1946213,0.00747039216520984
SLC35E4,22,30636451,0.00749819974603094
SULT1C2,2,108293668,0.00750404349272238
TBC1D22B,6,37257922,0.00758257568368403
VEZF1,17,57974483,0.00763508970640181
P3H2,3,189957912,0.00764972700123356
DDX20,1,111755929,0.00774413355648895
BCO1,16,81238932,0.00777579262525685
CST5,20,23876193,0.00782026203059449
SLC16A3,17,82236016,0.00782129888914718
RAP1GAP2,17,2796543,0.00792245911588041
UGT1A4,2,233718828,0.0080448143400601
POLR1E,9,37486094,0.0080731257809844
ZNF527,19,37374215,0.00811100925698527
CIC,19,42284731,0.00815966544625946
OR7E24,19,9251046,0.00824269671318112
ATF6,1,161766361,0.00824392882323333
VCPIP1,8,66634575,0.00829322779004582
OR2F1,7,143960011,0.00835448638581504
PWWP2B,10,132397237,0.00838154834920912
SMIM20,4,25914335,0.00849078504126
C7,5,40928600,0.00856711015701328
TXNRD1,12,104215807,0.00859411178922187
HERC5,4,88457297,0.00867898483265239
ENGASE,17,79074955,0.00875639679483131
HIST1H2BG,6,26216352,0.00879421401064573
AASDHPPT,11,106077712,0.00879583827585073
BCAS2,1,114568143,0.00889190592459888
PPAN;PPAN-P2RY11,19,10106395,0.00894651083773246
IER5,1,181088937,0.0089793284935229
LSM10,1,36393768,0.0089847506578874
C12orf10,12,53299738,0.00899298331211051
MEX3B,15,82043198,0.00907460226758905
IFNA5,9,21304689,0.00909810417073864
NFKBIE,6,44260096,0.00917278886326278
MYOC,1,171635933,0.00918335624980382
ECHDC2,1,52896545,0.00922059933645614
DDC,7,50463239,0.00924402839945238
ANGPTL2,9,127088961,0.00934302547547605
C11orf95,11,63763434,0.00938354528180185
CDCA7L,7,21902326,0.00939758620367326
LRP1B,2,140233256,0.00940007694409428
MEIS2,15,36892202,0.0095088717432692
PDE3B,11,14644080,0.00965394997934088
ACD,16,67657613,0.00978448334485016
ATM,11,108227628,0.00989627871221288
WDR47,1,108971437,0.00990930184253447
USP25,21,15730412,0.00992854338851468
RUFY4,2,218070755,0.00998011457883086
ENSA,1,150625661,0.0101598115532188
SERPINB2,18,63891470,0.0102240975747536
CYSTM1,5,140194503,0.0102280102500208
NEK7,1,198232602,0.0103394444711318
ATP5I,4,672506,0.010344683828576
MCMBP,10,119831569,0.0104451724471558
PRKAG1,12,49003000,0.0105042780439241
MINOS1,1,19597047,0.0105558235722151
LOC100289561,7,102366063,0.0105659856021674
MYO18A,17,29074775,0.0106095472088609
AGRN,1,1020177,0.0106772430924419
TPM1,15,63043727,0.0106922866820597
LUZP6,7,135927330,0.0107181650628628
CCDC65,12,48904385,0.0107235066133609
CCDC114,19,48296983,0.0107558940738086
FLVCR2,14,75579022,0.0108115242144963
LUC7L2,7,139360300,0.0108191377239343
ARL2BP,16,57245382,0.0108327143659317
TMX3,18,68677003,0.0109770684171141
TARS2,1,150487453,0.0110401280119987
SMTNL1,11,57542672,0.0110468375006648
SCN7A,2,166405624,0.0110781411942771
ADAMTS20,12,43354237,0.0111046119014122
AKAP2;PALM2-AKAP2,9,110136155,0.0111920319576314
PCNP,3,101574240,0.0113712197402887
WBP4,13,41062691,0.0114451664859047
SLCO5A1,8,69672902,0.0114888771556381
PPP3CA,4,101025902,0.0115958834966672
C14orf80,14,105491105,0.0116479136709503
C17orf50,17,35764015,0.011680323910316
KTI12,1,52032723,0.011748303104695
FIGN,2,163609686,0.011771295075385
PRIMPOL,4,184657153,0.0118240429197236
SUGT1,13,52652928,0.0119098217400311
LCN15,9,136761826,0.0119530416625058
ACOT7,1,6264601,0.0120143212120386
SNCA,4,89726632,0.0121154323665116
EPHX2,8,27491228,0.0121225863306131
ALAS1,3,52198819,0.0123425793778089
MAPK13,6,36130596,0.0124468905048514
GLUD1,10,87051776,0.0124786518248413
PRLHR,10,118594134,0.0125674586393549
CENPL,1,173800465,0.0126071734434243
STARD7,2,96186734,0.0126309695049157
PPWD1,5,65563341,0.0126882717802461
PABPC1,8,100705673,0.0127031884515347
ZNF526,19,42224406,0.0128443850688144
AHDC1,1,27547318,0.0128512352852463
OPA3,19,45529084,0.0129520703813948
C18orf8,18,23503619,0.0130368840854852
CFD,19,860671,0.0130707941149935
ADAM32,8,39211223,0.0130784816287354
DMP1,4,87656503,0.0131104735454356
SLC22A17,14,23346679,0.0131421556780087
RGS22,8,99962696,0.0132024904271787
LRRTM2,5,138873065,0.0133390489118013
OR2D2,11,6891588,0.0133514607907151
CYP1B1,2,38070726,0.013351553337396
AMBRA1,11,46397460,0.0133872864806134
GINS3,16,58392602,0.0134826895025097
WNT6,2,218860047,0.0135023124457191
OR6N1,1,158765785,0.0135766284376505
ULK2,17,19776360,0.0135946510841897
WSCD1,17,6080673,0.0136522759258865
FAP,2,162170994,0.013744935530966
SLC15A3,11,60937263,0.0137578781964739
APEX1,14,20455685,0.0137938651424826
ZNF416,19,57572144,0.0138241630320565
C15orf48,15,45430822,0.0138457626296939
OLA1,2,174075449,0.0139770165384521
C14orf1,14,75651614,0.0140076088650476
U2SURP,3,143001644,0.0140316967366868
VPS13B,8,99013844,0.0140611565853019
MND1,4,153350070,0.0140698107269578
ADGRL4,1,78891163,0.0140990356755367
TRNP1,1,26993823,0.0141376078615922
MAGI2,7,78019335,0.0141532555213137
SIRT2,19,38879201,0.0141681460615415
SLC22A6,11,62976802,0.0142535036935858
ITPR3,6,33621640,0.0143115882622989
SIGMAR1,9,34635623,0.0143907211743726
CHKB,22,50579182,0.0144549840285214
AHI1,6,135285626,0.0144640145812082
SLC30A5,5,69094274,0.0145258081306823
EXOC3L1,16,67184411,0.014575336881065
MFHAS1,8,8797368,0.0146696414110814
DCDC2C,2,3703770,0.0149198134297829
ADAM33,20,3668971,0.0149817811209966
RRP15,1,218285318,0.0149875506891787
DMRT3,9,977012,0.0150613243005667
C6orf163,6,87345115,0.0150952705018096
RBFOX1,16,6317031,0.0151024149436804
ADH1A,4,99276643,0.0151367526169918
TMPRSS11B,4,68227942,0.0151558933077718
OR2B11,1,247451043,0.0151663175466719
CACNB3,12,48823353,0.0152572702421444
POLL,10,101579464,0.0153128847074069
ISL1,5,51383693,0.0153659895661342
FER,5,108798300,0.0154197517532955
ACAD8,11,134253620,0.0154206958233868
ZNF669,1,247100388,0.0154363718836159
GIMAP1-GIMAP5,7,150737550,0.0156891194365734
MAU2,19,19320867,0.015721853705421
GAPDHS,19,35533537,0.0159173623374703
CCNA2,4,121817646,0.0160676813925458
C9orf172,9,136844485,0.0161191892468147
POLE,12,132624741,0.016160868202317
SGCA,17,50166061,0.0161749469701173
COX6A2,16,31427790,0.0162140359446221
KCTD1,18,26455768,0.0162504309482991
TP53I3,2,24077593,0.0162535873282456
FAM8A1,6,17600420,0.016286721951414
SSH2,17,29630872,0.0164134575941297
MYOCD,17,12666195,0.0164375243470946
CFAP69,7,90245490,0.0165090363491176
RHBDF1,16,58371,0.0167492713844019
SNX14,6,85507259,0.0168161550519876
BAD,11,64270216,0.0169090869180386
SYCP1,1,114855466,0.0169930944723725
FBXW2,9,120764567,0.0170102486721164
PACSIN1,6,34526321,0.0170532890449302
BBIP1,10,110900376,0.0170863487561197
PCDHB5,5,141135436,0.0171019983565809
ARPP19,15,52551978,0.0171649251977838
TGIF2;TGIF2-C20orf24,20,36578806,0.0171920631987075
CNGA4,11,6239207,0.0175142651327819
BCL6,3,187722502,0.0175528996334928
RIMKLA,1,42381028,0.0175560615196181
CARD10,22,37491172,0.0176411035270734
OTUD7A,15,31483634,0.0176754064787958
UTP6,17,31863379,0.0177301584664281
TRMT11,6,125986554,0.0177762038390954
URAD,13,27978158,0.0177885764163063
DKK2,4,106924029,0.0178197297921129
FAM209A,20,56524816,0.0180201362804819
FRY,13,32031828,0.0180365748671008
ZCWPW2,3,28413111,0.0180973731831351
GABPB2,1,151088208,0.0181098321424451
AQP2,12,49950837,0.0181107374835769
SCGB1D1,11,62190297,0.0182019917331231
BRCA2,13,32316494,0.0183817800632557
KYAT1,9,128833625,0.0184591474790534
WDR76,15,43827052,0.018470932668299
ALX3,1,110060761,0.0184973934237959
HENMT1,1,108648595,0.0185313408464548
ANAPC13,3,134478609,0.018647966046046
RGS16,1,182600310,0.0186984664054475
EXOSC8,13,37000818,0.0187408186796966
FAM183A,1,43147961,0.0188022660913018
CPN2,3,194341081,0.0188228167031573
COX18,4,73058190,0.0188466017472967
SLC26A4,7,107661643,0.0190954605265171
NLRP11,19,55785633,0.0191111710107281
SDHA,5,218360,0.0191313335738084
GMDS,6,1624174,0.0191416692051422
PPAN,19,10111115,0.0192509962709116
GSK3B,3,119826798,0.019399274470361
ADCY6,12,48768604,0.0194542311580691
FYB,5,39110362,0.0195755596005628
IL17D,13,20704035,0.01977527999205
SEPT8,5,132758552,0.0197853657705352
SLIRP,14,77708122,0.0198864129179361
GABRP,5,170788618,0.0199156301234261
ANKHD1,5,140472256,0.0199881105039147
MOB1B,4,70902538,0.0200055517069549
SURF2,9,133356593,0.0200355342846206
PLAG1,8,56166326,0.0200788460210968
ZNF521,18,25062739,0.0201761551359999
RSRC1,3,158122112,0.0201848636197095
ARL5A,2,151803290,0.0201895931550473
ITIH4,3,52813429,0.0201918157450264
ZNF836,19,52154876,0.0202586418659371
SLC1A1,9,4490702,0.0202659323308646
PMCH,12,102196672,0.0203038166648596
PNPT1,2,55636250,0.0204088906245193
PIWIL4,11,94567526,0.0204321967761849
IAH1,2,9474567,0.0204472906112972
KRTAP10-12,21,44697208,0.0205610873358797
EHD1,11,64854362,0.0205681285977121
IL25,14,23373119,0.020573609377618
SYTL1,1,27345338,0.0206541880455634
TMEM68,8,55740189,0.0207836810274594
C3orf56,3,127196688,0.0208699094520226
KCTD11,17,7352979,0.0209200471538284
SGTB,5,65670287,0.0209224026689294
HELZ2,20,63559262,0.0210017357094444
PRAMEF6,1,12938685,0.0210073418050541
CABLES2,20,62390987,0.0210300428070264
FA2H,16,74714190,0.0211629779895717
CUL1,7,148730129,0.0211819274024355
ADAM11,17,44759216,0.0212899265544181
DNAH1,3,52322474,0.0213029238922084
MYO7B,2,127559727,0.0213183427151413
SCNN1B,16,23348606,0.0213617358016057
KMO,1,241532450,0.0213870744760214
IFT81,12,110127440,0.0214135672186915
KCNN2,5,114362776,0.0214292903621486
PTPN22,1,113814915,0.0215273615271371
CCDC159,19,11346618,0.0215357168143384
CXCL1,4,73869477,0.0215629242410612
WDFY1,2,223878678,0.0216233964711599
OR4K17,14,20117408,0.0216736012157223
SIRT7,17,81912441,0.0216769331701563
RPL19,17,39200345,0.021832804348545
MRPS30,5,44808987,0.0218382404376267
TTC24,1,156581383,0.0218580080874886
CFAP221,2,119546166,0.0218699414896049
RNF38,9,36339763,0.0218868330972259
ABCC10,6,43427979,0.0219992460713122
ATG16L2,11,72814456,0.0220052903404576
ACSM2A,16,20460127,0.0220229763174261
WDR63,1,85071948,0.0220555444340129
OR9Q2,11,58190513,0.0221741745620803
ZNF48,16,30395813,0.0222473768859472
TLR9,3,52221249,0.022335006960721
C22orf31,22,29058752,0.0223361081701602
CASP3,4,184629277,0.0225257882952941
FN1,2,215361559,0.0225583807395664
GC,4,71746177,0.0225781205429263
MYH8,17,10390464,0.0227410389521251
COL5A1,9,134642215,0.0228396808451826
CCNYL1,2,207711931,0.0229457876054432
APOLD1,12,12726016,0.0229697175704132
ADORA2A,22,24433415,0.0230361643751368
LCE3D,1,152579662,0.023039382573632
HAMP,19,35282605,0.0231314706651873
FLG,1,152302705,0.0231396936485064
KRTAP4-3,17,41167602,0.0231534061000224
FAM135A,6,70428361,0.0231678146812142
JPH3,16,87603151,0.023181138256805
THEG,19,362267,0.0233026422250654
PAK1IP1,6,10695001,0.0233246338974078
HMGN4,6,26545330,0.0234165279970833
NDN,15,23686266,0.0234415329396073
CATSPER4,1,26190655,0.0234957003294595
MIOX,22,50487398,0.0237481887037008
ZFP28,19,56539029,0.0238711908066099
NR2F2,15,96326310,0.0240523618085616
TMEM14A,6,52677105,0.0240639203024854
EPHB3,3,184562250,0.0241228924097691
FBXL22,15,63597403,0.0241422088558543
SLC12A7,5,1057535,0.0241817750644436
ARL13B,3,93980440,0.0242077394451785
NKAIN3,8,62249092,0.0242327308937277
BOP1,8,144262177,0.0242378124247544
MCPH1,8,6406677,0.0243098385542809
SFTPD,10,79937860,0.0243400265297344
WDFY2,13,51584704,0.0243911968474618
CHRDL2,11,74696502,0.0243974162732064
SCHIP1,3,159273849,0.0244798648547927
LIPM,10,88802948,0.0245201848710568
RFX1,19,13962759,0.0245987053599006
SEMA6B,19,4543644,0.0246036553985742
SLC27A4,9,128343133,0.0246073540243161
TMEM35B,1,34981966,0.0247856647379957
DNAJC24,11,31414827,0.0248445987184999
TRNT1,3,3129072,0.0248952204562526
CCNE1,19,29812556,0.0251019089912561
PFDN1,5,140246035,0.0252641505152155
PTGES,9,129739622,0.0252798478148025
CXCL17,19,42428919,0.0253375509149771
ACP1,2,264965,0.0253488376430501
GLS2,12,56471539,0.0253662334714158
AP5Z1,7,4775717,0.0254345045996195
ACOT6,14,73617181,0.0255371372109587
CDKN1B,12,12717870,0.0256331510166163
CKLF;CKLF-CMTM1,16,66552728,0.0256581681217072
MEIOB,16,1834263,0.0256599948661238
ISOC1,5,129094768,0.0257367581965265
ADNP,20,50891456,0.0257988315000286
SPIRE2,16,89828551,0.0259053895433984
UCN,2,27307531,0.0259677608354618
NAGK,2,71068547,0.0259986228118229
ARHGAP19,10,97229153,0.0260007512576086
ZNF470,19,56570326,0.0260406621221734
TMEM259,19,1010378,0.0262808876295368
KCNMB1,5,170378741,0.0263406403223638
CXCL12,10,44372928,0.0263772733682892
PHLDB2,3,111845881,0.0264330359435081
PTPN14,1,214357948,0.0264348879878754
JMJD1C,10,63168047,0.0264489234514224
STX16,20,58652046,0.0265312941277646
FZD2,17,44557710,0.0265615988714402
GNA12,7,2731258,0.026597361274429
FLAD1,1,154983761,0.0267198086105297
DLL3,19,39498978,0.0267599642713211
ASTL,2,96123863,0.0267839411960317
MROH8,20,37102711,0.0269046887490438
DUSP6,12,89349267,0.0269307765818955
NACA,12,56712779,0.0271509863441945
SLC39A10,2,195680050,0.0271519490441618
ZNF358,19,7519261,0.0272616803265874
ZNF234,19,44144635,0.027287733424563
XPC,3,14145953,0.0272975102089386
ARHGDIB,12,14942530,0.0274644076603323
GLO1,6,38677311,0.0275039143199197
PCDHB15,5,141245597,0.0276273615033836
DNASE2,19,12876045,0.0276934218813449
CDKN2C,1,50970378,0.027873132427743
AFG1L,6,108295099,0.0280455761601998
APH1A,1,150266173,0.0281680063788959
EHBP1,2,62707286,0.0282077488647955
DNAJC3,13,95677283,0.02822379624856
TXNDC11,16,11679233,0.0282499186218337
TMEM19,12,71686703,0.0282762413239259
CNMD,13,52703605,0.0283909908546273
PLSCR3,17,7390411,0.0284207044174188
MYBPC3,11,47332105,0.0284850354516659
BST2,19,17403700,0.0285454157277808
UBA2,19,34428443,0.0285598884255084
CRISPLD1,8,74986000,0.0285989349692818
CCDC84,11,118998202,0.0286509973614252
DRAXIN,1,11706261,0.0286750278316371
ARHGAP17,16,24920147,0.0288663049080599
ZNF502,3,44720900,0.0289089266359738
GXYLT2,3,72888234,0.0290050342270375
ADPRM,17,10704929,0.029036708846808
TMED3,15,79311250,0.0290926837935944
CFAP73,12,113149862,0.0291123403238257
LPGAT1,1,211749908,0.0293256555833807
FCF1,14,74713198,0.0293477927167366
TMEM69,1,45691075,0.0294173015457247
DTX3L,3,122564482,0.0294369902721222
BPIFA1,20,33237761,0.0294687234990711
FAM71B,5,157162535,0.0295705672480202
VPS4B,18,63391033,0.0296245514008148
REG3G,2,79026140,0.0296747437061269
SOCS3,17,78358450,0.0296841891407489
UBN2,7,139231487,0.0297126134153282
GSTM1,1,109688236,0.0297285707039372
EFHC1,6,52420411,0.029929859713563
NEDD1,12,96907622,0.0299342757094321
STK32C,10,132208021,0.0299356291002443
HSD17B6,12,56773863,0.0299722694148757
PSMA4,15,78542602,0.0300682794928743
CDH10,5,24487667,0.0301011932076627
PRSS42,3,46830427,0.0302478965546087
LY96,8,73991457,0.0303046054508308
TOMM20,1,235112084,0.0304189035691474
ERMAP,1,42830459,0.030479043116137
ZNF830,17,34961592,0.0305131830481618
TIAM2,6,155129244,0.0305932038409706
TNFAIP2,14,103126467,0.0306760314582833
CORO6,17,29615739,0.0307388548378847
SAR1B,5,134606987,0.0308033729877913
ZNF71,19,56621290,0.0308303489482062
SULT1B1,4,69727124,0.0308602713562983
ITIH3,3,52794836,0.0309817138216834
ZIM2,19,56774699,0.0310239766853146
TBL3,16,1972165,0.03104897873748
TYMSOS,18,657970,0.0310807957458725
AFAP1,4,7763773,0.0310994448285389
DDX28,16,68021591,0.03110859422249
NAPSA,19,50358553,0.0311962072248329
BFSP1,20,17494074,0.0312258715684455
POLR1B,2,112542406,0.031239675000305
SLC6A5,11,20601132,0.0312984856875129
UGT2B4,4,69480641,0.0313179494521012
PHF21A,11,45934035,0.031388626272072
CADPS2,7,122320165,0.0313902641381424
FAM20B,1,179043883,0.0316855465163525
MGST2,4,139666033,0.0317235356845337
ENC1,5,74634724,0.0317848516195456
FAM234A,16,254435,0.0317922777671401
BLK,8,11543232,0.0318024756431171
FKBP9,7,32957641,0.0318922859614245
ZNF888,19,52906196,0.032010475389843
CNDP2,18,74500022,0.0320521066179995
CCDC93,2,117920354,0.0321818865105113
OR2AP1,12,55574416,0.0323106045247504
CA12,15,63326313,0.0323586571844546
KISS1,1,204190507,0.0323632001150496
ZNF592,15,84782743,0.0323820188299284
FAM160A2,11,6211520,0.032416655720094
CAST,5,96662442,0.0325185693594603
DEFB116,20,31303247,0.0325633490476254
SGO1,3,20161130,0.0325734068981244
HMHB1,5,143812271,0.0325928798165153
CEP63,3,134495321,0.03263078171861
NFKBIB,19,38900145,0.0326486659919056
CALM1,14,90401374,0.0327478530393871
PPME1,11,74171438,0.0327780253392869
SEMA3F,3,50159635,0.0328365599739258
KCNK4,11,64293111,0.0329088695363546
MTMR11,1,149928893,0.033007345462713
GDF15,19,18386196,0.033068661035328
BMPER,7,33905719,0.0331478362598754
MLXIPL,7,73593865,0.0332534369944554
MAIP1,2,199955812,0.0333423130467589
NBN,8,89935601,0.0334488511906106
CCL15,17,36001426,0.0334554636223522
TBX2,17,61400186,0.033500981479138
NOL4,18,33852852,0.0335125762206496
CCDC124,19,17936442,0.0335269257244908
TM6SF2,19,19264723,0.0337456666285437
CEP68,2,65069482,0.03376718058985
PCGF6,10,103314206,0.0338189839512688
TNFSF12;TNFSF12-TNFSF13,17,7549196,0.0338594581553235
MACROD2,20,13995792,0.0338839097425195
BBX,3,107710474,0.0338932585566544
CEP76,18,12673375,0.0339801178905944
ANK3,10,60042716,0.0341254186735667
ANTXRL,10,46287277,0.0341715198077348
MAP4K3,2,39250622,0.0342249832509884
TNFAIP6,2,151357697,0.0342770252613225
SEPT7,7,35801214,0.0345466543424153
NME1-NME2;NME2,17,51166868,0.0346967910071836
MORN5,9,122159977,0.0347032228381368
OTULIN,5,14664830,0.0347802074612508
KIAA1522,1,32741958,0.0348471596497487
AVEN,15,33866634,0.0348478266329288
ENTPD1,10,95755757,0.0348517980111452
B3GALNT2,1,235450213,0.0349244585254409
CCDC116,22,21633194,0.0350922331650082
RELT,11,73389158,0.0351164877130016
PRRC2A,6,31636227,0.0351385927562368
OBP2B,9,133205926,0.0351834243206987
PHB,17,49405048,0.035204960154435
LATS2,13,20974881,0.0352171787984433
CEP128,14,80497492,0.0352634860588578
PIP5KL1,9,127921857,0.0353173356662464
CLEC4E,12,8534642,0.0353226739643122
LSG1,3,194642080,0.0353772285611382
PCP2,19,7631730,0.0355376181927844
C3orf22,3,126549876,0.03562820164198
AGXT,2,240868876,0.0356338449166267
EXOC6B,2,72179342,0.0356890278047745
NDUFAF7,2,37231706,0.035816829970263
LHX6,9,122204705,0.0359587023067519
CCM2L,20,32010448,0.0359608536097878
NCAPH,2,96341668,0.0359613979579618
FAM214A,15,52584755,0.0361192004458829
SLC10A6,4,86823696,0.0361522119128389
KRTAP9-8,17,41238166,0.0363073076178869
GBP1,1,89053377,0.0363767572508541
TDRD6,6,46688130,0.036419661340357
PDE4A,19,10416960,0.036444022511549
TCTEX1D2,3,196291358,0.0364738595067763
ZNF248,10,37831308,0.0365298758834041
FAM102A,9,127943219,0.0365580208414936
ADAM9,8,38997065,0.036563564362814
PSMB10,16,67934580,0.0366810261364552
CALML5,10,5498997,0.0367081057123462
LRRC19,9,26995531,0.036808411178282
TBC1D5,3,17160983,0.0369639520654684
TEX35,1,178513192,0.036976013835025
S100A1,1,153630540,0.037026404598578
POU2F1,1,167220911,0.037049978012957
HEATR5B,2,36981518,0.0371466245164049
OLFML2A,9,124777272,0.0371620994606505
ING5,2,241702070,0.0372102688556196
LIMS2,2,127639379,0.0372212234258619
SEZ6L,22,26169671,0.0372885097762923
HSF2BP,21,43592249,0.0374128353482972
BTBD1,15,83018107,0.0374713129138244
ASAH2,10,50187409,0.0374743428896073
PLXNB1,3,48404511,0.0375582942034298
OR10A7,12,55221088,0.0376069045058354
ECE1,1,21219966,0.0377515603954156
PDGFC,4,156763190,0.0377932721450084
TUFM,16,28842979,0.0378820362994544
